pos	N2_EV	N2_RNAi	TFIIS_EV	TFIIS_RNAi	total	name
2993	chrIV,13728256,13728276	0.217553865407833	0.0214706972465119	0	1.21795987183283	0	21UR
2994	chrIV,13728843,13728863	0	0	0	0.406690687075241	0	21UR
2995	chrIV,13732433,13732453	0	0	0	0.141942440360852	0	21UR
2996	chrIV,13733181,13733201	0	0	0	0.966824503994925	0	21UR
2997	chrIV,13744124,13744144	0	1.58127000400655	0	1.73969818126527	0	21UR
2998	chrIV,13749866,13749886	0	0	0.109617817882117	0	0	21UR
2999	chrIV,13751185,13751205	0.0587548273323665	0	0	0.685199459789585	0	21UR
3000	chrIV,13751497,13751517	0	0	0	0.115251016167185	0	21UR
3001	chrIV,13760220,13760240	0	0	0	0.168278875334616	0	21UR
3002	chrIV,13764125,13764145	0.0587548273323665	0	0	0.168278875334616	0	21UR
3003	chrIV,13768244,13768264	0	0	0	0.54191152709607	0	21UR
3009	chrIV,13797404,13797424	0	0	0	0.088107294347716	0	21UR
3010	chrIV,13797643,13797663	0	0	0	0.321401083684705	0	21UR
3011	chrIV,13799741,13799761	0	0	0	0.211236081092168	0	piRNA_type1
3012	chrIV,13825897,13825917	0	0	0	0.27723283258608	0	21UR
3013	chrIV,13826854,13826874	0.0587548273323665	0	0	0.141942440360852	0	21UR
3014	chrIV,13844733,13844753	0.113059010244766	0	0	1.16673149482565	0	21UR
3015	chrIV,13869998,13870018	0	0	0	0.565963818983575	0	21UR
3017	chrIV,13889556,13889576	0	0	0	0.245705251247459	0	21UR
3018	chrIV,13891286,13891306	0.0587548273323665	0	0	0.220121518035111	0	21UR
3019	chrIV,13893696,13893716	0	0	0	0.0388468926183482	0	21UR
3020	chrIV,13901895,13901915	0	0	0	0.444896352078708	0	21UR
3021	chrIV,13902437,13902457	0	0.0214706972465119	0	0.395835591476711	0	21UR
3022	chrIV,13904344,13904364	0	0	0	0.69016602272345	0	21UR
3023	chrIV,13907293,13907313	0.418628150480208	0	0	0	0	21UR
3024	chrIV,13908213,13908233	0	0	0	0.074791528833565	0	21UR
3025	chrIV,13909316,13909336	0.113059010244766	0.294383342402343	0	0.312274248149066	0	21UR
3026	chrIV,13913911,13913931	0	0	0	0.54191152709607	0	21UR
3027	chrIV,13917665,13917685	0	0	0	0.074791528833565	0	21UR
3028	chrIV,13929034,13929054	0.369034378514288	0.416571510612551	0	0	0	21UR
3030	chrIV,13941867,13941887	0	0	0	0.420416967359265	0	21UR
3031	chrIV,13946713,13946733	0	0	0	0.088107294347716	0	21UR
3032	chrIV,13948777,13948797	0.0587548273323665	0	0	0.168278875334616	0	21UR
3033	chrIV,13951563,13951583	0	0.416571510612551	0	0	0	21UR
3034	chrIV,13959485,13959505	0	0.460952345558534	0	0	0	21UR
3035	chrIV,13961951,13961971	0	0	0	0.309875804222363	0	21UR
3036	chrIV,13981456,13981476	0	0.0545838715097285	0	0	0	21UR
3037	chrIV,13992256,13992276	0	0	0	0.088107294347716	0	21UR
3038	chrIV,13992564,13992584	0	0.143940694159049	0	0	0	21UR
3039	chrIV,13994463,13994483	0.0587548273323665	0.0214706972465119	0	0.73246708227046	0	21UR
3040	chrIV,13996609,13996629	0	0	0	0.141942440360852	0	21UR
3041	chrIV,14005791,14005811	0.113059010244766	0	0	0.420416967359265	0	21UR
3042	chrIV,14022254,14022274	0	0	0	0.589943513895635	0	21UR
3043	chrIV,14035201,14035221	0	0	0	0.444896352078708	0	21UR
3044	chrIV,14041478,14041498	0.11022031570617	0	0	0.0603430180117605	0	21UR
3045	chrIV,14051495,14051515	0	0	0	0.141942440360852	0	21UR
3046	chrIV,14054169,14054189	0.0587548273323665	0.0214706972465119	0	0.61385397536261	0	21UR
3047	chrIV,14054964,14054984	0.0587548273323665	0	0	0.49357398790235	0	21UR
3052	chrIV,14088762,14088782	0	0.342100999243443	0	0	0	21UR
3053	chrIV,14090917,14090937	0	0	0	1.20884698277443	0	21UR
3054	chrIV,14092272,14092292	0	0	0	0.47047224712793	0	21UR
3058	chrIV,14122159,14122179	0	0	0	0.220121518035111	0	21UR
3059	chrIV,14125173,14125193	0	0.41936345582974	0	0	0	21UR
3060	chrIV,14141588,14141608	0	0	0	0.220121518035111	0	21UR
3061	chrIV,14159715,14159735	0	0	0	0.81379567907324	0	21UR
3062	chrIV,14163797,14163817	0	0	0	0.194323719928095	0	21UR
3063	chrIV,14168980,14169000	0	0	0	0.61385397536261	0	21UR
3064	chrIV,14172264,14172284	0	0	0	0.088107294347716	0	21UR
3065	chrIV,14176034,14176054	0	0.143940694159049	0	0	0	21UR
3066	chrIV,14179788,14179808	0	0	0	0.5966007467834	0	21UR
3067	chrIV,14180736,14180756	0	0.66541041968392	0	0	0	21UR
3068	chrIV,14181356,14181376	0.369034378514288	0	0	0	0	21UR
3069	chrIV,14183190,14183210	0	0.342100999243443	0	0	0	21UR
3071	chrIV,14197667,14197687	0	0	0	0.321401083684705	0	21UR
3072	chrIV,14202380,14202400	0	0	0	0.0603430180117605	0	21UR
3076	chrIV,14222540,14222560	0	0	0	0.81379567907324	0	21UR
3077	chrIV,14227013,14227033	0	0	0	0.0603430180117605	0	21UR
3079	chrIV,14239314,14239334	0	0.52512034247259	0	0	0	piRNA_type1
3080	chrIV,14241878,14241898	0.0587548273323665	0	0	0.70886133359232	0	21UR
3081	chrIV,14243538,14243558	0	0	0	0.420416967359265	0	21UR
3082	chrIV,14243787,14243807	0	0.225939881289921	0	0	0	21UR
3083	chrIV,14249290,14249310	0.0587548273323665	0	0	0.115251016167185	0	21UR
3084	chrIV,14257654,14257674	0	0	0	0.211236081092168	0	21UR
3085	chrIV,14260428,14260448	0	0.185548596553252	0	0	0	21UR
3086	chrIV,14265984,14266004	0.0587548273323665	0	0	0.444896352078708	0	21UR
3087	chrIV,14266260,14266280	0	0	0	0.220121518035111	0	21UR
3088	chrIV,14269698,14269718	0	0.100637770012422	0	0	0	21UR
3089	chrIV,14270117,14270137	0	0.143940694159049	0	0	0	21UR
3090	chrIV,14272391,14272411	0.0415142021470256	0	0	0.395835591476711	0	21UR
3091	chrIV,14292641,14292661	0	0	0	0.0315943402831743	0	21UR
3092	chrIV,14308940,14308960	0	1.20596026223164	0	0	0	21UR
3093	chrIV,14327396,14327416	0.0587548273323665	0	0	0.988929826222025	0	21UR
3094	chrIV,14339490,14339510	0	0	0	0.309875804222363	0	21UR
3095	chrIV,14343120,14343140	0	0	0	0.194323719928095	0	21UR
3096	chrIV,14344298,14344318	0	0	0	0.321401083684705	0	21UR
3097	chrIV,14350841,14350861	0	0.93753793424279	0	0	0	21UR
3098	chrIV,14372157,14372177	0	0	0	0.438648903877	0	21UR
3099	chrIV,14383693,14383713	0.66211977888558	0	0	0	0	21UR
3100	chrIV,14391609,14391629	0	0	0	1.73134130081858	0	21UR
3101	chrIV,14394887,14394907	0	0.265387376775298	0	0.296326800914182	0	21UR
3102	chrIV,14395962,14395982	0	0	0	0.220121518035111	0	21UR
3103	chrIV,14405772,14405792	0	0	0	0.342319751406401	0	21UR
3104	chrIV,14405965,14405985	0.613918640163525	0	0	0	0	21UR
3105	chrIV,14408847,14408867	0	0	0	0.0315943402831743	0	21UR
3106	chrIV,14410919,14410939	0	0	0	0.115251016167185	0	21UR
3107	chrIV,14411947,14411967	0	0.416571510612551	0	0	0	21UR
3108	chrIV,14437050,14437070	0	0	0	0.296326800914182	0	21UR
3110	chrIV,14444226,14444246	2.04890768076194	20.1816164963833	2.28523791008383	37.6490534049545	0	21UR
3111	chrIV,14445766,14445786	0	0	0	0.659064749635035	0	21UR
3112	chrIV,14456149,14456169	0	0	0	0.194323719928095	0	21UR
3113	chrIV,14460683,14460703	0	0	0	0.141942440360852	0	21UR
3114	chrIV,14461929,14461949	0	0	0	0.502170877815015	0	21UR
3116	chrIV,14475620,14475640	0	0	0	0.0315943402831743	0	21UR
3117	chrIV,14482923,14482943	0	0	0	0.194323719928095	0	21UR
3118	chrIV,14492790,14492810	0	0.265387376775298	0	0	0	21UR
3119	chrIV,14493147,14493167	0.0587548273323665	0	0	0.141942440360852	0	21UR
3120	chrIV,14494642,14494662	0	0.379579587558133	0	0	0	21UR
3121	chrIV,14502251,14502271	0	0	0	0.395835591476711	0	21UR
3122	chrIV,14503477,14503497	0	0	0	0.115251016167185	0	21UR
3123	chrIV,14504580,14504600	0	0	0	1.86673850244042	0	21UR
3124	chrIV,14509223,14509243	0.0587548273323665	0	0	0.420416967359265	0	21UR
3125	chrIV,14512623,14512643	0	0	0	0.53375356417	0	21UR
3127	chrIV,14544439,14544459	0	0	0	0.73246708227046	0	21UR
3128	chrIV,14552939,14552959	0	0.185548596553252	0	0	0	21UR
3129	chrIV,14554443,14554463	0	0.54404288140807	0	0	0	21UR
3130	chrIV,14561431,14561451	0.0587548273323665	0	0	0.420416967359265	0	21UR
3131	chrIV,14572089,14572109	0	0.265387376775298	0	0	0	21UR
3132	chrIV,14575782,14575802	0	0	0	0.438648903877	0	21UR
3133	chrIV,14581031,14581051	0	0.0214706972465119	0	0	0	piRNA_type1
3134	chrIV,14587486,14587506	0	0	0	0.5966007467834	0	21UR
3135	chrIV,14597770,14597790	0	0	0	0.54191152709607	0	21UR
3136	chrIV,14600047,14600067	0	0	0	0.0603430180117605	0	21UR
3138	chrIV,14628161,14628181	0	0.100637770012422	0	0	0	21UR
3140	chrIV,14637371,14637391	0.0587548273323665	0	0	0.565963818983575	0	21UR
3141	chrIV,14638070,14638090	0	0	0	0.109716507835651	0	21UR
3142	chrIV,14640090,14640110	0	0	0	0.321401083684705	0	21UR
3143	chrIV,14650021,14650041	0	0	0	0.0315943402831743	0	21UR
3144	chrIV,14654682,14654702	0	1.18533080860332	0	0.515464673889188	0	21UR
3147	chrIV,14659743,14659763	0	0	0	0.63769827744509	0	21UR
3148	chrIV,14663947,14663967	0	0	0	0.141942440360852	0	21UR
3149	chrIV,14671877,14671897	0	0.265387376775298	0	0.0603430180117605	0	21UR
3150	chrIV,14672729,14672749	0	0	0	0.321401083684705	0	21UR
3151	chrIV,14677427,14677447	0	0	0	0.211236081092168	0	21UR
3152	chrIV,14683633,14683653	0	0.85483010596028	0	0	0	21UR
3153	chrIV,14686579,14686599	0	0	0	0.627877911632925	0	21UR
3154	chrIV,14687854,14687874	0	0.100637770012422	0	0	0	21UR
3155	chrIV,14720449,14720469	0	0	0	0.245705251247459	0	21UR
3156	chrIV,14735358,14735378	0	0	0	0.194323719928095	0	21UR
3157	chrIV,14739292,14739312	0	0	0	0.220121518035111	0	21UR
3158	chrIV,14745925,14745945	0	0	0	0.565227947895085	0	21UR
3159	chrIV,14750887,14750907	0	0	0	0.296326800914182	0	21UR
3160	chrIV,14753414,14753434	0.113059010244766	0	0	0.245705251247459	0	21UR
3162	chrIV,14756935,14756955	0.0415142021470256	0	0	0.321401083684705	0	21UR
3163	chrIV,14762570,14762590	0	0	0	0.271100303363184	0	21UR
3170	chrIV,14803676,14803696	0	0.52512034247259	0	0	0	21UR
3171	chrIV,14806408,14806428	0	0	0	0.420416967359265	0	21UR
3172	chrIV,14811354,14811374	0.34977245535581	0	0	0	0	21UR
3173	chrIV,14820343,14820363	0	0	0	1.14862937413176	0	21UR
3174	chrIV,14821276,14821296	0	0	0	0.211236081092168	0	21UR
3175	chrIV,14831305,14831325	0.0587548273323665	0	0	0.49357398790235	0	21UR
3176	chrIV,14836563,14836583	0	0	0	0.321401083684705	0	21UR
3178	chrIV,14858304,14858324	0	0	0	0.420416967359265	0	piRNA_type1
3179	chrIV,14864746,14864766	0.319042981367326	1.67795554598198	0.0542852270387814	3.7683869031019	0	21UR
3180	chrIV,14866430,14866450	0	0.185548596553252	0	0	0	21UR
3181	chrIV,14867439,14867459	0.0587548273323665	0	0	0.61385397536261	0	21UR
3182	chrIV,14868267,14868287	0	0	0	0.168278875334616	0	21UR
3183	chrIV,14874447,14874467	0	0	0	0.321401083684705	0	piRNA_type1
3184	chrIV,14879310,14879330	0.0587548273323665	0	0	0.61385397536261	0	21UR
3185	chrIV,14893650,14893670	0	0	0	0.73246708227046	0	21UR
3188	chrIV,14901346,14901366	0	0	0	0.244364370526005	0	21UR
3189	chrIV,14907156,14907176	0	0.489301932043282	0	0	0	21UR
3190	chrIV,14914292,14914312	0	0.489301932043282	0	0	0	21UR
3191	chrIV,14917500,14917520	0.0587548273323665	0	0	0.89629280529602	0	21UR
3192	chrIV,14925219,14925239	0	0	0	0.406690687075241	0	21UR
3193	chrIV,14931261,14931281	0	0	0	0.0603430180117605	0	21UR
3194	chrIV,14942919,14942939	0	0	0	0.438648903877	0	21UR
3195	chrIV,14943409,14943429	0	0.35691721984969	0	0	0	21UR
3196	chrIV,14945176,14945196	0	0.342100999243443	0	0	0	21UR
3197	chrIV,14946653,14946673	0.0587548273323665	0	0	0.245705251247459	0	21UR
3198	chrIV,14950414,14950434	0.0587548273323665	0.0214706972465119	0	0.088107294347716	0	21UR
3200	chrIV,14961202,14961222	0	0	0	0.0315943402831743	0	21UR
3202	chrIV,14964712,14964732	0.16580116207685	0.0214706972465119	0	2.11205968933063	0.102779427953268	21UR
3203	chrIV,14985141,14985161	0	0	0	0.220121518035111	0	21UR
3204	chrIV,14986561,14986581	0.113059010244766	0	0	0.220121518035111	0	21UR
3205	chrIV,14990748,14990768	0	0.225939881289921	0	0	0	21UR
3206	chrIV,14991035,14991055	0	0	0	0.685199459789585	0	21UR
3207	chrIV,14993066,14993086	0	0.398556868961892	0	0	0	21UR
3208	chrIV,14994292,14994312	0.0587548273323665	0	0	0.54191152709607	0	21UR
3209	chrIV,14995498,14995518	0	0	0	0.088107294347716	0	21UR
3210	chrIV,15005515,15005535	0	0	0	0.4692801390604	0	21UR
3223	chrIV,15051363,15051383	0	0	0	0.451818244583216	0	21UR
3224	chrIV,15054384,15054404	0	0	0	0.220121518035111	0	21UR
3226	chrIV,15056573,15056593	0	0.342100999243443	0	0.115251016167185	0	21UR
3227	chrIV,15061274,15061294	0.11022031570617	0.100637770012422	0	0	0	21UR
3228	chrIV,15063780,15063800	0.34977245535581	0	0	0	0	21UR
3230	chrIV,15107521,15107541	0	0.18990862805453	0	0	0	21UR
3231	chrIV,15115332,15115352	0	0.265387376775298	0	0	0	21UR
3232	chrIV,15123054,15123074	0	0.252636271928537	0	0	0	21UR
3233	chrIV,15126994,15127014	0	0	0	0.438648903877	0	21UR
3234	chrIV,15137755,15137775	0	0.210833899616757	0	0.0603430180117605	0	21UR
3235	chrIV,15143620,15143640	0	0	0	0.168278875334616	0	21UR
3236	chrIV,15145547,15145567	0.0587548273323665	0	0	0.296326800914182	0	21UR
3237	chrIV,15147357,15147377	0	0	0	0.309875804222363	0	21UR
3238	chrIV,15171590,15171610	0	0	0	0.244364370526005	0	21UR
3239	chrIV,15181656,15181676	0.0587548273323665	0	0	0.661479240232525	0	21UR
3240	chrIV,15191648,15191668	0	0	0	0.109716507835651	0	21UR
3241	chrIV,15204773,15204793	0	0.168964929217338	0	0	0	21UR
3242	chrIV,15205079,15205099	0	0	0	0.371144946425045	0	21UR
3243	chrIV,15206872,15206892	0	0	0	0.47047224712793	0	21UR
3244	chrIV,15209629,15209649	0	0.185548596553252	0	0	0	21UR
3245	chrIV,15219985,15220005	0	0	0	0.444896352078708	0	21UR
3246	chrIV,15232522,15232542	0	0	0	0.220121518035111	0	21UR
3247	chrIV,15234447,15234467	1.70837728873196	29.1323491136997	0.221350570914123	45.5208846657595	0.480010124340567	21UR
3248	chrIV,15239983,15240003	0	0.304066928546372	0	0	0	21UR
3249	chrIV,15241151,15241171	0	0.481735402450476	0	0	0	21UR
3250	chrIV,15251949,15251969	0	0.453131019671756	0	0	0	21UR
3251	chrIV,15253867,15253887	0	0	0	0.53375356417	0	21UR
3252	chrIV,15255359,15255379	0	0	0	0.51778294283772	0	21UR
3253	chrIV,15256886,15256906	0	0.85483010596028	0	0.504199524150458	0.102779427953268	21UR
3254	chrIV,15259515,15259535	0.0587548273323665	0	0	0	0	21UR
3255	chrIV,15259516,15259536	0	0	0	0.168278875334616	0	21UR
3256	chrIV,15260335,15260355	0	0	0	0.89629280529602	0	21UR
3257	chrIV,15261356,15261376	0	0.0545838715097285	0	0	0	21UR
3258	chrIV,15270716,15270736	0	0	0	1.01199047740258	0	21UR
3259	chrIV,15271869,15271889	0.0587548273323665	0.0214706972465119	0	0.51778294283772	0	21UR
3260	chrIV,15286231,15286251	0	0.143940694159049	0	0	0	21UR
3261	chrIV,15296592,15296612	0	0	0	0.70886133359232	0	21UR
3262	chrIV,15301690,15301710	0	0	0	0.53375356417	0	21UR
3263	chrIV,15309395,15309415	0	0	0	0.271100303363184	0	21UR
3264	chrIV,15310568,15310588	0	0	0	0.074791528833565	0	21UR
3265	chrIV,15314039,15314059	0	0	0	0.752128657037425	0	21UR
3266	chrIV,15314092,15314112	0	0	0	0.0603430180117605	0	21UR
3268	chrIV,15334521,15334541	0.0587548273323665	0	0	0.70886133359232	0	21UR
3269	chrIV,15348392,15348412	0.75791870133031	0	0	0	0	21UR
3270	chrIV,15363544,15363564	0	0	0	1.20884698277443	0	21UR
3271	chrIV,15393470,15393490	1.58581274943555	0	0	0	0	21UR
3272	chrIV,15401798,15401818	0	0.0545838715097285	0	0	0	21UR
3273	chrIV,15404719,15404739	0	0	0	0.0603430180117605	0	piRNA_type1
3274	chrIV,15406156,15406176	0	0	0	0.220121518035111	0	21UR
3275	chrIV,15406319,15406339	0	1.29215373835507	0	0	0	21UR
3276	chrIV,15412161,15412181	0	0.342100999243443	0	0	0	21UR
3277	chrIV,15426410,15426430	0	0	0	0.211236081092168	0	21UR
3278	chrIV,15432753,15432773	0	0	0	0.49357398790235	0	21UR
3279	chrIV,15435945,15435965	0	0	0	0.565227947895085	0	21UR
3280	chrIV,15440542,15440562	0.0587548273323665	0	0	0	0	21UR
3282	chrIV,15495743,15495763	0	0	0	0.346336674809485	0	21UR
3283	chrIV,15500322,15500342	0	0	0	0.826368027857415	0	21UR
3284	chrIV,15506818,15506838	0	0.342100999243443	0	0	0	21UR
3287	chrIV,15535614,15535634	0	0	0	1.14606149861913	0	21UR
3288	chrIV,15538547,15538567	0.0587548273323665	0	0	0.141942440360852	0	21UR
3290	chrIV,15546991,15547011	1.13479816843071	0	0	0.0315943402831743	0	21UR
3291	chrIV,15549690,15549710	0	0	0.560444268448082	0	0	21UR
3292	chrIV,15551450,15551470	0.16580116207685	0	0	0.271100303363184	0	21UR
3293	chrIV,15565137,15565157	0	0	0	0.4692801390604	0	21UR
3294	chrIV,15596743,15596763	0.0587548273323665	0	0	0.661479240232525	0	21UR
3296	chrIV,15619034,15619054	0	0	0	0.115251016167185	0	21UR
3297	chrIV,15624846,15624866	0	0.379579587558133	0	0	0	21UR
3298	chrIV,15631784,15631804	0	0	0	0.14399537281445	0	21UR
3300	chrIV,15648576,15648596	0	0	0	0.321401083684705	0	21UR
3301	chrIV,15655850,15655870	0	0	0	0.074791528833565	0	21UR
3303	chrIV,15673823,15673843	0	0	0	0.194323719928095	0	21UR
3304	chrIV,15677266,15677286	0	0	0	0.109716507835651	0	21UR
3305	chrIV,15679546,15679566	0	0	0	0.14399537281445	0	21UR
3306	chrIV,15689187,15689207	0	0.0545838715097285	0	0.27723283258608	0	piRNA_type1
3307	chrIV,15689190,15689210	0.0587548273323665	0	0	0	0	21UR
3308	chrIV,15695227,15695247	0	0	0	0.395835591476711	0	21UR
3310	chrIV,15697322,15697342	0	0	0	0.374585686139632	0	21UR
3312	chrIV,15710777,15710797	0	0.0545838715097285	0	0	0	21UR
3313	chrIV,15715031,15715051	0.0587548273323665	0	0	0.321401083684705	0	21UR
3315	chrIV,15719723,15719743	0	0	0	0.321401083684705	0	21UR
3316	chrIV,15725560,15725580	0	0.225939881289921	0	0	0	21UR
3317	chrIV,15727142,15727162	0.0587548273323665	0	0	0.168278875334616	0	21UR
3318	chrIV,15750876,15750896	0	0	0.165352746038629	0	0	21UR
3319	chrIV,15769981,15770001	0	0.52328038225977	0	0.0388468926183482	0	21UR
3320	chrIV,15793319,15793339	0	0	0	0.245705251247459	0	21UR
3321	chrIV,15794083,15794103	0	0	0	0.194323719928095	0	21UR
3322	chrIV,15811865,15811885	0	0	0	0.168278875334616	0	21UR
3323	chrIV,15813760,15813780	0	0	0	0.309875804222363	0	21UR
3324	chrIV,15818709,15818729	0	0	0	0.321401083684705	0	21UR
3326	chrIV,15851573,15851593	0	0	0	0.53375356417	0	21UR
3330	chrIV,15864244,15864264	0.613918640163525	0	0	0	0	21UR
3331	chrIV,15881813,15881833	0.16580116207685	0	0	0.420416967359265	0	21UR
3332	chrIV,15886683,15886703	0	0	0	0.194323719928095	0	21UR
3333	chrIV,15889050,15889070	0.80554545903357	0	0	0.0315943402831743	0	21UR
3334	chrIV,15896846,15896866	0	0.342100999243443	0	0	0	21UR
3335	chrIV,15906570,15906590	0.0587548273323665	0	0	0.220121518035111	0	21UR
3336	chrIV,15918894,15918914	0	0.489301932043282	0	0	0	21UR
3337	chrIV,15929386,15929406	0	0.315238734109252	0	0	0	21UR
3340	chrIV,15941520,15941540	0	0	0	0.220121518035111	0	21UR
3344	chrIV,15963093,15963113	3.88732093618111	13.825680612145	5.90340388040308	9.03425238328925	0	21UR
3346	chrIV,15970676,15970696	0	0	0	0.685199459789585	0	21UR
3347	chrIV,15977725,15977745	0	0.379579587558133	0	0	0	21UR
3348	chrIV,15985559,15985579	0	0	0	0.63769827744509	0	21UR
3349	chrIV,15989750,15989770	0	0	0	0.211236081092168	0	21UR
3350	chrIV,16006060,16006080	0	0	0	0.141942440360852	0	21UR
3351	chrIV,16009478,16009498	0	0.304066928546372	0	0	0	21UR
3355	chrIV,16025786,16025806	0	0	0	0.141942440360852	0	21UR
3356	chrIV,16027254,16027274	0.113059010244766	0	0	0.84972144840604	0	21UR
3357	chrIV,16027655,16027675	0	0	0	1.02763033009708	0	21UR
3358	chrIV,16029200,16029220	0.0587548273323665	0	0	0.685199459789585	0	21UR
3359	chrIV,16031690,16031710	0	0	0	0.61385397536261	0	21UR
3360	chrIV,16032495,16032515	0	0	0	0.346336674809485	0	21UR
3361	chrIV,16037209,16037229	0.0587548273323665	0	0	0.801179594987803	0	21UR
3362	chrIV,16039593,16039613	0	0.489301932043282	0	0	0	21UR
3363	chrIV,16044154,16044174	0	0.185548596553252	0	0	0	21UR
3364	chrIV,16047459,16047479	0	0	0	0.168278875334616	0	21UR
3365	chrIV,16071208,16071228	0	0	0	0.0388468926183482	0	21UR
3366	chrIV,16071973,16071993	0	0.265387376775298	0	0	0	21UR
3367	chrIV,16088336,16088356	0	0	0	0.168278875334616	0	21UR
3368	chrIV,16103834,16103854	0	0.304066928546372	0	0	0	21UR
3369	chrIV,16125544,16125564	0	0	0	0.5966007467834	0	21UR
3371	chrIV,16129948,16129968	0	0	0	0.0315943402831743	0	21UR
3372	chrIV,16144085,16144105	0.154573212391792	0	0	0.395835591476711	0	21UR
