V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	plus_d	minus_d
3742	IV	14053267	14053295	28	G	12	255	+	IV	14053269	14053290	21UR-975	255	+	2	5
3743	IV	14053267	14053300	33	G	5	255	+	IV	14053269	14053290	21UR-975	255	+	2	10
3744	IV	14053267	14053304	37	G	1	255	+	IV	14053269	14053290	21UR-975	255	+	2	14
3745	IV	14090486	14090512	26	A	4	255	+	IV	14090488	14090509	21UR-13612	255	+	2	3
3758	IV	14144037	14144095	58	A	1	255	+	IV	14144039	14144060	21UR-3965	255	+	2	35
3759	IV	14151061	14151112	51	A	9	255	+	IV	14151063	14151084	21UR-4396	255	+	2	28
3766	IV	14179280	14179313	33	A	5	255	+	IV	14179282	14179303	21UR-4108	255	+	2	10
3781	IV	14202377	14202405	28	A	8	255	+	IV	14202379	14202400	21UR-6019	255	+	2	5
3787	IV	14223089	14223139	50	A	1	255	+	IV	14223091	14223112	21UR-5260	255	+	2	27
3794	IV	14238384	14238410	26	A	5	255	+	IV	14238386	14238407	21UR-7753	255	+	2	3
3796	IV	14241875	14241926	51	A	5	255	+	IV	14241877	14241898	21UR-1577	255	+	2	28
3816	IV	14316922	14316957	35	A	3	255	+	IV	14316924	14316945	21UR-317	255	+	2	12
3823	IV	14369705	14369748	43	A	7	255	+	IV	14369707	14369728	21UR-2013	255	+	2	20
3833	IV	14450833	14450887	54	A	2	255	+	IV	14450835	14450856	21UR-4786	255	+	2	31
3850	IV	14494639	14494667	28	G	5	255	+	IV	14494641	14494662	21UR-4748	255	+	2	5
3851	IV	14495455	14495481	26	A	8	255	+	IV	14495457	14495478	21UR-1793	255	+	2	3
3852	IV	14495455	14495485	30	A	6	255	+	IV	14495457	14495478	21UR-1793	255	+	2	7
3865	IV	14512620	14512650	30	A	4	255	+	IV	14512622	14512643	21UR-5807	255	+	2	7
3866	IV	14528802	14528826	24	A	3	255	+	IV	14528804	14528825	21UR-3451	255	+	2	1
3867	IV	14558368	14558394	26	G	3	255	+	IV	14558370	14558391	21UR-1200	255	+	2	3
3868	IV	14558368	14558399	31	G	2	255	+	IV	14558370	14558391	21UR-1200	255	+	2	8
3876	IV	14594826	14594851	25	A	6	255	+	IV	14594828	14594849	21UR-865	255	+	2	2
3878	IV	14595430	14595462	32	A	1	255	+	IV	14595432	14595453	21UR-5791	255	+	2	9
3879	IV	14602635	14602663	28	A	4	255	+	IV	14602637	14602658	21UR-1690	255	+	2	5
3881	IV	14603823	14603850	27	A	42	255	+	IV	14603825	14603846	21UR-5767	255	+	2	4
3883	IV	14603823	14603852	29	A	2	255	+	IV	14603825	14603846	21UR-5767	255	+	2	6
3885	IV	14603823	14603853	30	A	9	255	+	IV	14603825	14603846	21UR-5767	255	+	2	7
3886	IV	14604169	14604191	22	A	2	255	+	IV	14604171	14604192	21UR-3495	255	+	2	-1
3894	IV	14625849	14625879	30	A	3	255	+	IV	14625851	14625872	21UR-1707	255	+	2	7
3897	IV	14640087	14640121	34	A	2	255	+	IV	14640089	14640110	21UR-864	255	+	2	11
3898	IV	14640087	14640134	47	A	2	255	+	IV	14640089	14640110	21UR-864	255	+	2	24
3901	IV	14653136	14653188	52	A	6	255	+	IV	14653138	14653159	21UR-1838	255	+	2	29
3907	IV	14680236	14680272	36	A	9	255	+	IV	14680238	14680259	21UR-11326	255	+	2	13
3909	IV	14688231	14688256	25	A	7	255	+	IV	14688233	14688254	21UR-6388	255	+	2	2
3913	IV	14700675	14700699	24	G	5	255	+	IV	14700677	14700698	21UR-6225	255	+	2	1
3914	IV	14700675	14700702	27	G	3	255	+	IV	14700677	14700698	21UR-6225	255	+	2	4
3915	IV	14700675	14700704	29	G	5	255	+	IV	14700677	14700698	21UR-6225	255	+	2	6
3917	IV	14702883	14702912	29	G	6	255	+	IV	14702885	14702906	21UR-5753	255	+	2	6
3925	IV	14723068	14723092	24	A	5	255	+	IV	14723070	14723091	21UR-4459	255	+	2	1
3929	IV	14731926	14731977	51	A	5	255	+	IV	14731928	14731949	21UR-4079	255	+	2	28
3933	IV	14741435	14741456	21	A	1	255	+	IV	14741437	14741458	21UR-1697	255	+	2	-2
3935	IV	14744682	14744709	27	A	12	255	+	IV	14744684	14744705	21UR-5984	255	+	2	4
3938	IV	14748617	14748652	35	A	11	255	+	IV	14748619	14748640	21UR-3702	255	+	2	12
3965	IV	14835305	14835334	29	A	6	255	+	IV	14835307	14835328	21UR-10493	255	+	2	6
3967	IV	14835305	14835335	30	A	5	255	+	IV	14835307	14835328	21UR-10493	255	+	2	7
3968	IV	14864743	14864769	26	A	142	255	+	IV	14864745	14864766	21UR-458	255	+	2	3
3969	IV	14864743	14864772	29	A	6	255	+	IV	14864745	14864766	21UR-458	255	+	2	6
3970	IV	14864743	14864779	36	A	2	255	+	IV	14864745	14864766	21UR-458	255	+	2	13
3971	IV	14864743	14864781	38	A	4	255	+	IV	14864745	14864766	21UR-458	255	+	2	15
3972	IV	14864743	14864803	60	A	8	255	+	IV	14864745	14864766	21UR-458	255	+	2	37
3979	IV	14879403	14879436	33	A	5	255	+	IV	14879405	14879426	21UR-6073	255	+	2	10
3981	IV	14880852	14880873	21	A	4	255	+	IV	14880854	14880875	21UR-6367	255	+	2	-2
3985	IV	14901346	14901382	36	A	6	255	+	IV	14901348	14901369	21UR-2069	255	+	2	13
3988	IV	14901346	14901406	60	A	4	255	+	IV	14901348	14901369	21UR-2069	255	+	2	37
3989	IV	14903881	14903926	45	G	4	255	+	IV	14903883	14903904	21UR-3745	255	+	2	22
3990	IV	14931032	14931056	24	A	2	255	+	IV	14931034	14931055	21UR-4536	255	+	2	1
3992	IV	14931032	14931068	36	A	2	255	+	IV	14931034	14931055	21UR-4536	255	+	2	13
3994	IV	14931032	14931084	52	A	1	255	+	IV	14931034	14931055	21UR-4536	255	+	2	29
3999	IV	14961928	14961947	19	A	2	255	+	IV	14961930	14961951	21UR-2816	255	+	2	-4
4000	IV	14961928	14961958	30	A	9	255	+	IV	14961930	14961951	21UR-2816	255	+	2	7
4001	IV	14961928	14961959	31	A	3	255	+	IV	14961930	14961951	21UR-2816	255	+	2	8
4002	IV	14961928	14961979	51	A	2	255	+	IV	14961930	14961951	21UR-2816	255	+	2	28
4005	IV	14962286	14962308	22	G	1	255	+	IV	14962288	14962309	21UR-7340	255	+	2	-1
4006	IV	14962945	14962983	38	A	7	255	+	IV	14962947	14962968	21UR-1973	255	+	2	15
4008	IV	14967268	14967302	34	G	3	255	+	IV	14967270	14967291	21UR-2636	255	+	2	11
4009	IV	14969014	14969042	28	G	9	255	+	IV	14969016	14969037	21UR-10497	255	+	2	5
4011	IV	14969014	14969043	29	G	7	255	+	IV	14969016	14969037	21UR-10497	255	+	2	6
4013	IV	14969014	14969045	31	G	8	255	+	IV	14969016	14969037	21UR-10497	255	+	2	8
4018	IV	14980375	14980403	28	G	5	255	+	IV	14980377	14980398	21UR-1961	255	+	2	5
4020	IV	14984465	14984491	26	A	6	255	+	IV	14984467	14984488	21UR-5374	255	+	2	3
4021	IV	14998889	14998909	20	A	2	255	+	IV	14998891	14998912	21UR-1618	255	+	2	-3
4022	IV	14998889	14998920	31	A	15	255	+	IV	14998891	14998912	21UR-1618	255	+	2	8
4023	IV	15003977	15004033	56	A	2	255	+	IV	15003979	15004000	21UR-6990	255	+	2	33
4036	IV	15067944	15067964	20	A	1	255	+	IV	15067946	15067967	21UR-3920	255	+	2	-3
4038	IV	15067944	15067966	22	A	5	255	+	IV	15067946	15067967	21UR-3920	255	+	2	-1
4040	IV	15067944	15067970	26	A	2	255	+	IV	15067946	15067967	21UR-3920	255	+	2	3
4041	IV	15069504	15069529	25	A	3	255	+	IV	15069506	15069527	21UR-3039	255	+	2	2
4043	IV	15069504	15069557	53	A	3	255	+	IV	15069506	15069527	21UR-3039	255	+	2	30
4046	IV	15069507	15069530	23	G	5	255	+	IV	15069509	15069530	21UR-11150	255	+	2	0
4052	IV	15091260	15091291	31	G	1	255	+	IV	15091262	15091283	21UR-6520	255	+	2	8
4055	IV	15117485	15117538	53	G	6	255	+	IV	15117487	15117508	21UR-5727	255	+	2	30
4058	IV	15141297	15141347	50	A	4	255	+	IV	15141299	15141320	21UR-1284	255	+	2	27
4059	IV	15147350	15147376	26	A	6	255	+	IV	15147352	15147373	21UR-10499	255	+	2	3
4060	IV	15147350	15147378	28	A	6	255	+	IV	15147352	15147373	21UR-10499	255	+	2	5
4061	IV	15147350	15147384	34	A	6	255	+	IV	15147352	15147373	21UR-10499	255	+	2	11
4080	IV	15165704	15165725	21	A	1	255	+	IV	15165706	15165727	21UR-5483	255	+	2	-2
4083	IV	15165704	15165727	23	A	1	255	+	IV	15165706	15165727	21UR-5483	255	+	2	0
4086	IV	15165704	15165732	28	A	5	255	+	IV	15165706	15165727	21UR-5483	255	+	2	5
4099	IV	15172094	15172152	58	A	3	255	+	IV	15172096	15172117	21UR-2914	255	+	2	35
4114	IV	15231845	15231877	32	A	4	255	+	IV	15231847	15231868	21UR-3541	255	+	2	9
4116	IV	15238787	15238812	25	A	7	255	+	IV	15238789	15238810	21UR-705	255	+	2	2
4118	IV	15240878	15240902	24	A	1	255	+	IV	15240880	15240901	21UR-12584	255	+	2	1
4120	IV	15259301	15259334	33	G	4	255	+	IV	15259303	15259324	21UR-6939	255	+	2	10
4135	IV	15271978	15272019	41	G	6	255	+	IV	15271980	15272001	21UR-11797	255	+	2	18
4141	IV	15304575	15304610	35	A	2	255	+	IV	15304577	15304598	21UR-3522	255	+	2	12
4142	IV	15316347	15316377	30	A	5	255	+	IV	15316349	15316370	21UR-2675	255	+	2	7
4154	IV	15347219	15347252	33	A	4	255	+	IV	15347221	15347242	21UR-5155	255	+	2	10
4157	IV	15347219	15347275	56	A	3	255	+	IV	15347221	15347242	21UR-5155	255	+	2	33
4161	IV	15360774	15360803	29	A	3	255	+	IV	15360776	15360797	21UR-3850	255	+	2	6
4166	IV	15368585	15368622	37	A	2	255	+	IV	15368587	15368608	21UR-9704	255	+	2	14
4167	IV	15373189	15373215	26	A	2	255	+	IV	15373191	15373212	21UR-1490	255	+	2	3
4173	IV	15389509	15389545	36	A	5	255	+	IV	15389511	15389532	21UR-492	255	+	2	13
4194	IV	15394119	15394140	21	A	1	255	+	IV	15394121	15394142	21UR-4752	255	+	2	-2
4196	IV	15394119	15394149	30	A	10	255	+	IV	15394121	15394142	21UR-4752	255	+	2	7
4197	IV	15398541	15398580	39	A	2	255	+	IV	15398543	15398564	21UR-4901	255	+	2	16
4199	IV	15421665	15421698	33	G	5	255	+	IV	15421667	15421688	21UR-1503	255	+	2	10
4201	IV	15424750	15424772	22	A	3	255	+	IV	15424752	15424773	21UR-11284	255	+	2	-1
4202	IV	15426167	15426193	26	G	1	255	+	IV	15426169	15426190	21UR-5797	255	+	2	3
4204	IV	15426964	15426991	27	A	8	255	+	IV	15426966	15426987	21UR-4881	255	+	2	4
4219	IV	15490328	15490358	30	A	4	255	+	IV	15490330	15490351	21UR-392	255	+	2	7
4220	IV	15496139	15496164	25	A	7	255	+	IV	15496141	15496162	21UR-3970	255	+	2	2
4221	IV	15496139	15496166	27	A	4	255	+	IV	15496141	15496162	21UR-3970	255	+	2	4
4222	IV	15496139	15496168	29	A	4	255	+	IV	15496141	15496162	21UR-3970	255	+	2	6
4233	IV	15534549	15534573	24	A	4	255	+	IV	15534551	15534572	21UR-7872	255	+	2	1
4255	IV	15573017	15573044	27	A	3	255	+	IV	15573019	15573040	21UR-5788	255	+	2	4
4257	IV	15573017	15573045	28	A	7	255	+	IV	15573019	15573040	21UR-5788	255	+	2	5
4260	IV	15587531	15587552	21	A	7	255	+	IV	15587533	15587554	21UR-6487	255	+	2	-2
4267	IV	15602636	15602668	32	A	2	255	+	IV	15602638	15602659	21UR-2308	255	+	2	9
4268	IV	15607479	15607505	26	A	11	255	+	IV	15607481	15607502	21UR-715	255	+	2	3
4270	IV	15607479	15607532	53	A	6	255	+	IV	15607481	15607502	21UR-715	255	+	2	30
4295	IV	15676225	15676253	28	A	3	255	+	IV	15676227	15676248	21UR-2724	255	+	2	5
4299	IV	15677902	15677927	25	G	3	255	+	IV	15677904	15677925	21UR-2440	255	+	2	2
4305	IV	15697653	15697691	38	G	5	255	+	IV	15697655	15697676	21UR-409	255	+	2	15
4306	IV	15698144	15698172	28	A	5	255	+	IV	15698146	15698167	21UR-2753	255	+	2	5
4307	IV	15698778	15698803	25	A	5	255	+	IV	15698780	15698801	21UR-413	255	+	2	2
4314	IV	15711987	15712040	53	A	2	255	+	IV	15711989	15712010	21UR-1947	255	+	2	30
4317	IV	15738319	15738344	25	G	5	255	+	IV	15738321	15738342	21UR-13667	255	+	2	2
4319	IV	15751603	15751661	58	A	3	255	+	IV	15751605	15751626	21UR-877	255	+	2	35
4320	IV	15757868	15757898	30	A	5	255	+	IV	15757870	15757891	21UR-5491	255	+	2	7
4321	IV	15757868	15757901	33	A	5	255	+	IV	15757870	15757891	21UR-5491	255	+	2	10
4322	IV	15757868	15757902	34	A	15	255	+	IV	15757870	15757891	21UR-5491	255	+	2	11
4326	IV	15773177	15773212	35	G	3	255	+	IV	15773179	15773200	21UR-5278	255	+	2	12
4327	IV	15773626	15773655	29	G	2	255	+	IV	15773628	15773649	21UR-8527	255	+	2	6
4329	IV	15775206	15775246	40	A	6	255	+	IV	15775208	15775229	21UR-5097	255	+	2	17
4331	IV	15777445	15777473	28	A	4	255	+	IV	15777447	15777468	21UR-10112	255	+	2	5
4333	IV	15796232	15796270	38	G	3	255	+	IV	15796234	15796255	21UR-3321	255	+	2	15
4338	IV	15796805	15796854	49	A	7	255	+	IV	15796807	15796828	21UR-3257	255	+	2	26
4339	IV	15806987	15807007	20	G	2	255	+	IV	15806989	15807010	21UR-5603	255	+	2	-3
4345	IV	15818280	15818322	42	G	3	255	+	IV	15818282	15818303	21UR-2752	255	+	2	19
4350	IV	15830303	15830333	30	A	6	255	+	IV	15830305	15830326	21UR-6202	255	+	2	7
4353	IV	15830303	15830337	34	A	8	255	+	IV	15830305	15830326	21UR-6202	255	+	2	11
4360	IV	15842439	15842466	27	A	2	255	+	IV	15842441	15842462	21UR-5544	255	+	2	4
4363	IV	15842439	15842471	32	A	2	255	+	IV	15842441	15842462	21UR-5544	255	+	2	9
4389	IV	15879505	15879526	21	A	3	255	+	IV	15879507	15879528	21UR-4059	255	+	2	-2
4391	IV	15880201	15880220	19	A	6	255	+	IV	15880203	15880224	21UR-4927	255	+	2	-4
4392	IV	15882433	15882472	39	A	2	255	+	IV	15882435	15882456	21UR-782	255	+	2	16
4399	IV	15903592	15903621	29	G	1	255	+	IV	15903594	15903615	21UR-6682	255	+	2	6
4400	IV	15903592	15903623	31	G	4	255	+	IV	15903594	15903615	21UR-6682	255	+	2	8
4404	IV	15905418	15905436	18	G	1	255	+	IV	15905420	15905441	21UR-4162	255	+	2	-5
4406	IV	15914467	15914514	47	G	2	255	+	IV	15914469	15914490	21UR-9357	255	+	2	24
4407	IV	15927258	15927284	26	A	5	255	+	IV	15927260	15927281	21UR-2341	255	+	2	3
4416	IV	15949220	15949268	48	A	5	255	+	IV	15949222	15949243	21UR-4838	255	+	2	25
4418	IV	15949220	15949270	50	A	2	255	+	IV	15949222	15949243	21UR-4838	255	+	2	27
4420	IV	15949220	15949272	52	A	1	255	+	IV	15949222	15949243	21UR-4838	255	+	2	29
4425	IV	15963090	15963132	42	A	5	255	+	IV	15963092	15963113	21UR-4377	255	+	2	19
4435	IV	16015907	16015937	30	G	2	255	+	IV	16015909	16015930	21UR-384	255	+	2	7
4436	IV	16015907	16015943	36	G	3	255	+	IV	16015909	16015930	21UR-384	255	+	2	13
4445	IV	16029291	16029319	28	A	7	255	+	IV	16029293	16029314	21UR-2569	255	+	2	5
4447	IV	16029291	16029320	29	A	5	255	+	IV	16029293	16029314	21UR-2569	255	+	2	6
4451	IV	16033322	16033344	22	A	1	255	+	IV	16033324	16033345	21UR-5303	255	+	2	-1
4454	IV	16033549	16033569	20	A	1	255	+	IV	16033551	16033572	21UR-3180	255	+	2	-3
4455	IV	16033549	16033574	25	A	2	255	+	IV	16033551	16033572	21UR-3180	255	+	2	2
4456	IV	16033549	16033578	29	A	5	255	+	IV	16033551	16033572	21UR-3180	255	+	2	6
4457	IV	16033549	16033579	30	A	1	255	+	IV	16033551	16033572	21UR-3180	255	+	2	7
4458	IV	16033549	16033588	39	A	4	255	+	IV	16033551	16033572	21UR-3180	255	+	2	16
4459	IV	16033549	16033589	40	A	6	255	+	IV	16033551	16033572	21UR-3180	255	+	2	17
4460	IV	16033549	16033590	41	A	3	255	+	IV	16033551	16033572	21UR-3180	255	+	2	18
4462	IV	16041084	16041141	57	A	4	255	+	IV	16041086	16041107	21UR-5504	255	+	2	34
4480	IV	16054602	16054631	29	A	12	255	+	IV	16054604	16054625	21UR-1399	255	+	2	6
4483	IV	16054602	16054632	30	A	19	255	+	IV	16054604	16054625	21UR-1399	255	+	2	7
4493	IV	16054763	16054785	22	A	3	255	+	IV	16054765	16054786	21UR-3539	255	+	2	-1
4524	IV	16107308	16107337	29	G	1	255	+	IV	16107310	16107331	21UR-4857	255	+	2	6
4530	IV	16124784	16124810	26	A	2	255	+	IV	16124786	16124807	21UR-2523	255	+	2	3
4532	IV	16126487	16126519	32	A	2	255	+	IV	16126489	16126510	21UR-5369	255	+	2	9
4533	IV	16135409	16135440	31	A	3	255	+	IV	16135411	16135432	21UR-2503	255	+	2	8
4544	IV	16214154	16214203	49	A	4	255	+	IV	16214156	16214177	21UR-748	255	+	2	26
4567	IV	16354107	16354143	36	A	2	255	+	IV	16354109	16354130	21UR-8244	255	+	2	13
4594	IV	16437014	16437065	51	G	2	255	+	IV	16437016	16437037	21UR-4703	255	+	2	28
4598	IV	16442689	16442722	33	A	4	255	+	IV	16442691	16442712	21UR-4294	255	+	2	10
4630	IV	16577731	16577758	27	A	4	255	+	IV	16577733	16577754	21UR-1684	255	+	2	4
4641	IV	16597330	16597363	33	A	2	255	+	IV	16597332	16597353	21UR-4978	255	+	2	10
4642	IV	16597330	16597374	44	A	3	255	+	IV	16597332	16597353	21UR-4978	255	+	2	21
4650	IV	16617816	16617843	27	A	6	255	+	IV	16617818	16617839	21UR-1759	255	+	2	4
4652	IV	16629786	16629804	18	A	1	255	+	IV	16629788	16629809	21UR-2235	255	+	2	-5
4654	IV	16629786	16629816	30	A	12	255	+	IV	16629788	16629809	21UR-2235	255	+	2	7
4664	IV	16682555	16682580	25	A	16	255	+	IV	16682557	16682578	21UR-3191	255	+	2	2
4665	IV	16682555	16682583	28	A	1	255	+	IV	16682557	16682578	21UR-3191	255	+	2	5
4668	IV	16687489	16687518	29	G	6	255	+	IV	16687491	16687512	21UR-3761	255	+	2	6
4670	IV	16692142	16692173	31	G	1	255	+	IV	16692144	16692165	21UR-8700	255	+	2	8
4674	IV	16701364	16701395	31	A	6	255	+	IV	16701366	16701387	21UR-2094	255	+	2	8
4675	IV	16701364	16701396	32	A	3	255	+	IV	16701366	16701387	21UR-2094	255	+	2	9
4676	IV	16702763	16702792	29	A	7	255	+	IV	16702765	16702786	21UR-4264	255	+	2	6
4679	IV	16715658	16715690	32	G	2	255	+	IV	16715660	16715681	21UR-9969	255	+	2	9
4681	IV	16719278	16719310	32	A	4	255	+	IV	16719280	16719301	21UR-1621	255	+	2	9
4682	IV	16728093	16728127	34	A	8	255	+	IV	16728095	16728116	21UR-2720	255	+	2	11
4684	IV	16729857	16729884	27	A	2	255	+	IV	16729859	16729880	21UR-507	255	+	2	4
4685	IV	16729857	16729905	48	A	6	255	+	IV	16729859	16729880	21UR-507	255	+	2	25
4687	IV	16784111	16784151	40	A	4	255	+	IV	16784113	16784134	21UR-3072	255	+	2	17
4700	IV	16878453	16878482	29	G	3	255	+	IV	16878455	16878476	21UR-5891	255	+	2	6
4705	IV	16893081	16893117	36	A	3	255	+	IV	16893083	16893104	21UR-7135	255	+	2	13
4731	IV	17156742	17156768	26	A	6	255	+	IV	17156744	17156765	21UR-769	255	+	2	3
4734	IV	17157251	17157269	18	A	1	255	+	IV	17157253	17157274	21UR-1365	255	+	2	-5
4758	IV	2783439	2783465	26	A	2	255	+	IV	2783441	2783462	21UR-15059	255	+	2	3
4834	IV	5205571	5205601	30	A	4	255	+	IV	5205573	5205594	21UR-8163	255	+	2	7
4854	IV	5316372	5316395	23	G	2	255	+	IV	5316374	5316395	21UR-5843	255	+	2	0
4859	IV	5326810	5326834	24	A	2	255	+	IV	5326812	5326833	21UR-8044	255	+	2	1
4860	IV	5326810	5326835	25	A	2	255	+	IV	5326812	5326833	21UR-8044	255	+	2	2
4861	IV	5326810	5326837	27	A	2	255	+	IV	5326812	5326833	21UR-8044	255	+	2	4
4862	IV	5326810	5326838	28	A	14	255	+	IV	5326812	5326833	21UR-8044	255	+	2	5
4863	IV	5326810	5326840	30	A	8	255	+	IV	5326812	5326833	21UR-8044	255	+	2	7
4864	IV	5326810	5326842	32	A	6	255	+	IV	5326812	5326833	21UR-8044	255	+	2	9
4868	IV	5427538	5427590	52	A	7	255	+	IV	5427540	5427561	21UR-6680	255	+	2	29
4903	IV	5505143	5505166	23	A	2	255	+	IV	5505145	5505166	21UR-5477	255	+	2	0
4913	IV	5717439	5717469	30	A	4	255	+	IV	5717441	5717462	21UR-385	255	+	2	7
4920	IV	5920614	5920644	30	G	3	255	+	IV	5920616	5920637	21UR-5543	255	+	2	7
4925	IV	6047252	6047304	52	A	3	255	+	IV	6047254	6047275	21UR-4021	255	+	2	29
4926	IV	6050106	6050139	33	A	1	255	+	IV	6050108	6050129	21UR-2732	255	+	2	10
4927	IV	6050106	6050141	35	A	6	255	+	IV	6050108	6050129	21UR-2732	255	+	2	12
4932	IV	6126649	6126702	53	G	2	255	+	IV	6126651	6126672	21UR-9584	255	+	2	30
4968	IV	6481965	6481989	24	A	1	255	+	IV	6481967	6481988	21UR-4616	255	+	2	1
4970	IV	6546787	6546813	26	G	1	255	+	IV	6546789	6546810	21UR-6629	255	+	2	3
1175	I	7279601	7279625	24	A	5	255	-	I	7279602	7279623	21UR-12937	255	-	1	2
2987	III	6149535	6149556	21	A	1	255	-	III	6149533	6149554	21UR-11634	255	-	-2	2
3629	IV	13639704	13639733	29	A	7	255	-	IV	13639710	13639731	21UR-8299	255	-	6	2
3633	IV	13690471	13690506	35	A	3	255	-	IV	13690483	13690504	21UR-7132	255	-	12	2
3635	IV	13700696	13700727	31	A	22	255	-	IV	13700704	13700725	21UR-4078	255	-	8	2
3637	IV	13700702	13700727	25	A	6	255	-	IV	13700704	13700725	21UR-4078	255	-	2	2
3639	IV	13700706	13700727	21	A	1	255	-	IV	13700704	13700725	21UR-4078	255	-	-2	2
3641	IV	13700860	13700886	26	A	3	255	-	IV	13700863	13700884	21UR-6576	255	-	3	2
3644	IV	13712737	13712770	33	A	10	255	-	IV	13712747	13712768	21UR-4565	255	-	10	2
3650	IV	13723076	13723123	47	A	2	255	-	IV	13723100	13723121	21UR-3801	255	-	24	2
3652	IV	13723083	13723123	40	A	2	255	-	IV	13723100	13723121	21UR-3801	255	-	17	2
3654	IV	13726201	13726239	38	G	5	255	-	IV	13726216	13726237	21UR-631	255	-	15	2
3657	IV	13731964	13731990	26	A	6	255	-	IV	13731967	13731988	21UR-5259	255	-	3	2
3658	IV	13747808	13747834	26	A	3	255	-	IV	13747811	13747832	21UR-5630	255	-	3	2
3673	IV	13830971	13831003	32	A	4	255	-	IV	13830980	13831001	21UR-5854	255	-	9	2
3689	IV	13911544	13911574	30	A	2	255	-	IV	13911551	13911572	21UR-558	255	-	7	2
3693	IV	13916772	13916827	55	A	8	255	-	IV	13916804	13916825	21UR-6592	255	-	32	2
3713	IV	13982598	13982628	30	G	2	255	-	IV	13982605	13982626	21UR-49	255	-	7	2
3716	IV	13992291	13992323	32	A	6	255	-	IV	13992300	13992321	21UR-3788	255	-	9	2
