V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	plus_d	minus_d
23901	II	5912548	5912584	36	A	17	255	+	II	5912550	5912571	21UR-12205	255	+	2	13
23902	II	5912548	5912585	37	A	127	255	+	II	5912550	5912571	21UR-12205	255	+	2	14
23903	II	5912548	5912587	39	A	10	255	+	II	5912550	5912571	21UR-12205	255	+	2	16
23904	II	5912548	5912589	41	A	1	255	+	II	5912550	5912571	21UR-12205	255	+	2	18
23905	II	5912548	5912590	42	A	2	255	+	II	5912550	5912571	21UR-12205	255	+	2	19
23906	II	5912548	5912592	44	A	6	255	+	II	5912550	5912571	21UR-12205	255	+	2	21
23907	II	5912548	5912593	45	A	9	255	+	II	5912550	5912571	21UR-12205	255	+	2	22
23908	II	5912548	5912596	48	A	12	255	+	II	5912550	5912571	21UR-12205	255	+	2	25
23909	II	5912548	5912597	49	A	17	255	+	II	5912550	5912571	21UR-12205	255	+	2	26
23910	II	5912548	5912598	50	A	72	255	+	II	5912550	5912571	21UR-12205	255	+	2	27
23911	II	5912548	5912599	51	A	32	255	+	II	5912550	5912571	21UR-12205	255	+	2	28
23912	II	5912548	5912603	55	A	6	255	+	II	5912550	5912571	21UR-12205	255	+	2	32
23913	II	5912548	5912604	56	A	14	255	+	II	5912550	5912571	21UR-12205	255	+	2	33
23914	II	5912548	5912605	57	A	14	255	+	II	5912550	5912571	21UR-12205	255	+	2	34
23915	II	5912548	5912607	59	A	6	255	+	II	5912550	5912571	21UR-12205	255	+	2	36
23916	II	5912548	5912608	60	A	11	255	+	II	5912550	5912571	21UR-12205	255	+	2	37
23917	II	5912548	5912609	61	A	14	255	+	II	5912550	5912571	21UR-12205	255	+	2	38
23918	II	5912548	5912610	62	A	3	255	+	II	5912550	5912571	21UR-12205	255	+	2	39
23919	II	5912548	5912611	63	A	7	255	+	II	5912550	5912571	21UR-12205	255	+	2	40
23920	II	5912548	5912612	64	A	42	255	+	II	5912550	5912571	21UR-12205	255	+	2	41
23921	II	5912548	5912613	65	A	5	255	+	II	5912550	5912571	21UR-12205	255	+	2	42
23922	II	5912548	5912614	66	A	1	255	+	II	5912550	5912571	21UR-12205	255	+	2	43
23923	II	5912548	5912615	67	A	22	255	+	II	5912550	5912571	21UR-12205	255	+	2	44
23924	II	5912548	5912616	68	A	3	255	+	II	5912550	5912571	21UR-12205	255	+	2	45
23925	II	5912548	5912618	70	A	24	255	+	II	5912550	5912571	21UR-12205	255	+	2	47
23926	II	5912548	5912620	72	A	1	255	+	II	5912550	5912571	21UR-12205	255	+	2	49
23927	II	5912548	5912623	75	A	14	255	+	II	5912550	5912571	21UR-12205	255	+	2	52
25218	II	6998143	6998174	31	G	4	255	+	II	6998145	6998166	21UR-13293	255	+	2	8
26006	II	7900663	7900714	51	A	6	255	+	II	7900665	7900686	21UR-15116	255	+	2	28
27916	III	10807479	10807499	20	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	-3
27918	III	10807479	10807503	24	A	6	255	+	III	10807481	10807502	21UR-9572	255	+	2	1
27920	III	10807479	10807504	25	A	10	255	+	III	10807481	10807502	21UR-9572	255	+	2	2
27922	III	10807479	10807508	29	A	6	255	+	III	10807481	10807502	21UR-9572	255	+	2	6
27924	III	10807479	10807509	30	A	89	255	+	III	10807481	10807502	21UR-9572	255	+	2	7
27926	III	10807479	10807519	40	A	16	255	+	III	10807481	10807502	21UR-9572	255	+	2	17
27928	III	10807479	10807520	41	A	8	255	+	III	10807481	10807502	21UR-9572	255	+	2	18
27930	III	10807479	10807521	42	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	19
27932	III	10807479	10807523	44	A	9	255	+	III	10807481	10807502	21UR-9572	255	+	2	21
33722	III	5669527	5669602	75	A	1	255	+	III	5669529	5669550	21UR-9905	255	+	2	52
36302	III	7190022	7190051	29	A	7	255	+	III	7190024	7190045	21UR-7304	255	+	2	6
36305	III	7190022	7190055	33	A	4	255	+	III	7190024	7190045	21UR-7304	255	+	2	10
36308	III	7190022	7190057	35	A	25	255	+	III	7190024	7190045	21UR-7304	255	+	2	12
36311	III	7190022	7190058	36	A	1	255	+	III	7190024	7190045	21UR-7304	255	+	2	13
36314	III	7190022	7190059	37	A	4	255	+	III	7190024	7190045	21UR-7304	255	+	2	14
36317	III	7190022	7190066	44	A	3	255	+	III	7190024	7190045	21UR-7304	255	+	2	21
36320	III	7190022	7190081	59	A	18	255	+	III	7190024	7190045	21UR-7304	255	+	2	36
36323	III	7190022	7190085	63	A	5	255	+	III	7190024	7190045	21UR-7304	255	+	2	40
36325	III	7190026	7190057	31	A	5	255	+	III	7190028	7190049	21UR-10581	255	+	2	8
40606	IV	10441328	10441381	53	G	1	255	+	IV	10441330	10441351	21UR-12647	255	+	2	30
40614	IV	10539334	10539376	42	G	8	255	+	IV	10539336	10539357	21UR-8762	255	+	2	19
40637	IV	10711480	10711516	36	A	4	255	+	IV	10711482	10711503	21UR-14850	255	+	2	13
40791	IV	10887131	10887196	65	A	5	255	+	IV	10887133	10887154	21UR-11057	255	+	2	42
41295	IV	11276751	11276783	32	A	12	255	+	IV	11276753	11276774	21UR-10898	255	+	2	9
41296	IV	11276751	11276791	40	A	5	255	+	IV	11276753	11276774	21UR-10898	255	+	2	17
41297	IV	11276751	11276793	42	A	3	255	+	IV	11276753	11276774	21UR-10898	255	+	2	19
41298	IV	11276751	11276796	45	A	8	255	+	IV	11276753	11276774	21UR-10898	255	+	2	22
41300	IV	11276751	11276799	48	A	3	255	+	IV	11276753	11276774	21UR-10898	255	+	2	25
41302	IV	11276751	11276803	52	A	5	255	+	IV	11276753	11276774	21UR-10898	255	+	2	29
41304	IV	11276751	11276805	54	A	5	255	+	IV	11276753	11276774	21UR-10898	255	+	2	31
41306	IV	11276751	11276809	58	A	6	255	+	IV	11276753	11276774	21UR-10898	255	+	2	35
41308	IV	11276751	11276810	59	A	3	255	+	IV	11276753	11276774	21UR-10898	255	+	2	36
41310	IV	11276751	11276811	60	A	2	255	+	IV	11276753	11276774	21UR-10898	255	+	2	37
41312	IV	11276751	11276817	66	A	2	255	+	IV	11276753	11276774	21UR-10898	255	+	2	43
41314	IV	11276751	11276818	67	A	4	255	+	IV	11276753	11276774	21UR-10898	255	+	2	44
41316	IV	11276751	11276821	70	A	1	255	+	IV	11276753	11276774	21UR-10898	255	+	2	47
42299	IV	12037833	12037883	50	G	10	255	+	IV	12037835	12037856	21UR-9630	255	+	2	27
42822	IV	12386893	12386921	28	A	2	255	+	IV	12386895	12386916	21UR-11652	255	+	2	5
42825	IV	12386893	12386950	57	A	2	255	+	IV	12386895	12386916	21UR-11652	255	+	2	34
42829	IV	12386897	12386922	25	A	4	255	+	IV	12386899	12386920	21UR-6613	255	+	2	2
42832	IV	12386897	12386926	29	A	2	255	+	IV	12386899	12386920	21UR-6613	255	+	2	6
42835	IV	12386897	12386930	33	A	12	255	+	IV	12386899	12386920	21UR-6613	255	+	2	10
42838	IV	12386897	12386943	46	A	4	255	+	IV	12386899	12386920	21UR-6613	255	+	2	23
42957	IV	12554962	12555001	39	A	1	255	+	IV	12554964	12554985	21UR-9645	255	+	2	16
42958	IV	12554962	12555005	43	A	1	255	+	IV	12554964	12554985	21UR-9645	255	+	2	20
42959	IV	12554962	12555019	57	A	4	255	+	IV	12554964	12554985	21UR-9645	255	+	2	34
42960	IV	12555093	12555137	44	A	3	255	+	IV	12555095	12555116	21UR-4590	255	+	2	21
44061	IV	13600846	13600871	25	G	16	255	+	IV	13600848	13600869	21UR-3338	255	+	2	2
44063	IV	13600846	13600903	57	G	1	255	+	IV	13600848	13600869	21UR-3338	255	+	2	34
44065	IV	13600846	13600904	58	G	1	255	+	IV	13600848	13600869	21UR-3338	255	+	2	35
44067	IV	13600846	13600907	61	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	38
44069	IV	13600846	13600914	68	G	1	255	+	IV	13600848	13600869	21UR-3338	255	+	2	45
44071	IV	13600846	13600915	69	G	6	255	+	IV	13600848	13600869	21UR-3338	255	+	2	46
44074	IV	13600849	13600869	20	A	3	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-3
44076	IV	13600849	13600870	21	A	38	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-2
44078	IV	13600849	13600871	22	A	155	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-1
44080	IV	13600849	13600872	23	A	7	255	+	IV	13600851	13600872	21UR-2046	255	+	2	0
44082	IV	13600849	13600873	24	A	6	255	+	IV	13600851	13600872	21UR-2046	255	+	2	1
44084	IV	13600849	13600876	27	A	6	255	+	IV	13600851	13600872	21UR-2046	255	+	2	4
44086	IV	13600849	13600877	28	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	5
44088	IV	13600849	13600879	30	A	14	255	+	IV	13600851	13600872	21UR-2046	255	+	2	7
44090	IV	13600849	13600882	33	A	10	255	+	IV	13600851	13600872	21UR-2046	255	+	2	10
44092	IV	13600849	13600883	34	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	11
44094	IV	13600849	13600886	37	A	12	255	+	IV	13600851	13600872	21UR-2046	255	+	2	14
44096	IV	13600849	13600914	65	A	3	255	+	IV	13600851	13600872	21UR-2046	255	+	2	42
44121	IV	13601636	13601664	28	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	5
44122	IV	13601636	13601670	34	A	26	255	+	IV	13601638	13601659	21UR-3398	255	+	2	11
44123	IV	13601636	13601671	35	A	211	255	+	IV	13601638	13601659	21UR-3398	255	+	2	12
44124	IV	13601636	13601672	36	A	18	255	+	IV	13601638	13601659	21UR-3398	255	+	2	13
44125	IV	13601636	13601674	38	A	12	255	+	IV	13601638	13601659	21UR-3398	255	+	2	15
44126	IV	13601636	13601675	39	A	35	255	+	IV	13601638	13601659	21UR-3398	255	+	2	16
44127	IV	13601636	13601676	40	A	7	255	+	IV	13601638	13601659	21UR-3398	255	+	2	17
44128	IV	13601636	13601678	42	A	4	255	+	IV	13601638	13601659	21UR-3398	255	+	2	19
44129	IV	13601636	13601681	45	A	5	255	+	IV	13601638	13601659	21UR-3398	255	+	2	22
44130	IV	13601636	13601682	46	A	18	255	+	IV	13601638	13601659	21UR-3398	255	+	2	23
44131	IV	13601636	13601683	47	A	39	255	+	IV	13601638	13601659	21UR-3398	255	+	2	24
44132	IV	13601636	13601693	57	A	4	255	+	IV	13601638	13601659	21UR-3398	255	+	2	34
44133	IV	13601636	13601694	58	A	12	255	+	IV	13601638	13601659	21UR-3398	255	+	2	35
44134	IV	13601636	13601695	59	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	36
44135	IV	13601636	13601703	67	A	20	255	+	IV	13601638	13601659	21UR-3398	255	+	2	44
44136	IV	13601636	13601705	69	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	46
44137	IV	13601636	13601711	75	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	52
44256	IV	13603901	13603948	47	G	2	255	+	IV	13603903	13603924	21UR-3530	255	+	2	24
44265	IV	13605961	13605983	22	A	1	255	+	IV	13605963	13605984	21UR-1830	255	+	2	-1
44266	IV	13605961	13606002	41	A	1	255	+	IV	13605963	13605984	21UR-1830	255	+	2	18
44270	IV	13608797	13608838	41	G	1	255	+	IV	13608799	13608820	21UR-4428	255	+	2	18
44272	IV	13608797	13608851	54	G	4	255	+	IV	13608799	13608820	21UR-4428	255	+	2	31
44276	IV	13612684	13612747	63	A	2	255	+	IV	13612686	13612707	21UR-1439	255	+	2	40
44281	IV	13616714	13616741	27	A	2	255	+	IV	13616716	13616737	21UR-10266	255	+	2	4
44283	IV	13616714	13616749	35	A	2	255	+	IV	13616716	13616737	21UR-10266	255	+	2	12
44285	IV	13616714	13616753	39	A	4	255	+	IV	13616716	13616737	21UR-10266	255	+	2	16
44287	IV	13616714	13616761	47	A	2	255	+	IV	13616716	13616737	21UR-10266	255	+	2	24
44289	IV	13616714	13616785	71	A	4	255	+	IV	13616716	13616737	21UR-10266	255	+	2	48
44293	IV	13625073	13625101	28	A	6	255	+	IV	13625075	13625096	21UR-2879	255	+	2	5
44425	IV	13643842	13643872	30	A	8	255	+	IV	13643844	13643865	21UR-7217	255	+	2	7
44426	IV	13643842	13643873	31	A	2	255	+	IV	13643844	13643865	21UR-7217	255	+	2	8
44427	IV	13643842	13643894	52	A	6	255	+	IV	13643844	13643865	21UR-7217	255	+	2	29
44428	IV	13643842	13643902	60	A	9	255	+	IV	13643844	13643865	21UR-7217	255	+	2	37
44429	IV	13643842	13643905	63	A	7	255	+	IV	13643844	13643865	21UR-7217	255	+	2	40
44430	IV	13643842	13643910	68	A	2	255	+	IV	13643844	13643865	21UR-7217	255	+	2	45
44447	IV	13651751	13651777	26	A	5	255	+	IV	13651753	13651774	21UR-5486	255	+	2	3
44450	IV	13651751	13651782	31	A	7	255	+	IV	13651753	13651774	21UR-5486	255	+	2	8
44453	IV	13651751	13651793	42	A	3	255	+	IV	13651753	13651774	21UR-5486	255	+	2	19
44456	IV	13651751	13651797	46	A	2	255	+	IV	13651753	13651774	21UR-5486	255	+	2	23
44459	IV	13651751	13651801	50	A	25	255	+	IV	13651753	13651774	21UR-5486	255	+	2	27
44462	IV	13651751	13651803	52	A	11	255	+	IV	13651753	13651774	21UR-5486	255	+	2	29
44465	IV	13651751	13651811	60	A	10	255	+	IV	13651753	13651774	21UR-5486	255	+	2	37
44495	IV	13673750	13673796	46	A	8	255	+	IV	13673752	13673773	21UR-6156	255	+	2	23
44497	IV	13675866	13675888	22	A	6	255	+	IV	13675868	13675889	21UR-1674	255	+	2	-1
44499	IV	13675866	13675902	36	A	9	255	+	IV	13675868	13675889	21UR-1674	255	+	2	13
44501	IV	13675866	13675908	42	A	3	255	+	IV	13675868	13675889	21UR-1674	255	+	2	19
44524	IV	13682257	13682275	18	G	7	255	+	IV	13682259	13682280	21UR-5388	255	+	2	-5
44526	IV	13682257	13682296	39	G	2	255	+	IV	13682259	13682280	21UR-5388	255	+	2	16
44528	IV	13682257	13682317	60	G	1	255	+	IV	13682259	13682280	21UR-5388	255	+	2	37
44529	IV	13684127	13684156	29	A	2	255	+	IV	13684129	13684150	21UR-12267	255	+	2	6
44530	IV	13684127	13684166	39	A	1	255	+	IV	13684129	13684150	21UR-12267	255	+	2	16
44531	IV	13684127	13684168	41	A	6	255	+	IV	13684129	13684150	21UR-12267	255	+	2	18
44532	IV	13684127	13684181	54	A	1	255	+	IV	13684129	13684150	21UR-12267	255	+	2	31
44534	IV	13684314	13684334	20	A	4	255	+	IV	13684316	13684337	21UR-15034	255	+	2	-3
44536	IV	13684876	13684909	33	A	2	255	+	IV	13684878	13684899	21UR-6955	255	+	2	10
44552	IV	13691041	13691082	41	A	4	255	+	IV	13691043	13691064	21UR-1753	255	+	2	18
44554	IV	13691041	13691086	45	A	10	255	+	IV	13691043	13691064	21UR-1753	255	+	2	22
44556	IV	13691041	13691101	60	A	4	255	+	IV	13691043	13691064	21UR-1753	255	+	2	37
44558	IV	13691041	13691113	72	A	1	255	+	IV	13691043	13691064	21UR-1753	255	+	2	49
44560	IV	13691585	13691614	29	A	6	255	+	IV	13691587	13691608	21UR-661	255	+	2	6
44562	IV	13691585	13691638	53	A	2	255	+	IV	13691587	13691608	21UR-661	255	+	2	30
44564	IV	13691585	13691647	62	A	6	255	+	IV	13691587	13691608	21UR-661	255	+	2	39
44566	IV	13691814	13691846	32	G	7	255	+	IV	13691816	13691837	21UR-1858	255	+	2	9
44570	IV	13693085	13693110	25	A	6	255	+	IV	13693087	13693108	21UR-509	255	+	2	2
44571	IV	13693085	13693111	26	A	5	255	+	IV	13693087	13693108	21UR-509	255	+	2	3
44572	IV	13693085	13693125	40	A	4	255	+	IV	13693087	13693108	21UR-509	255	+	2	17
44573	IV	13693085	13693151	66	A	1	255	+	IV	13693087	13693108	21UR-509	255	+	2	43
44575	IV	13693907	13693942	35	A	6	255	+	IV	13693909	13693930	21UR-7692	255	+	2	12
44577	IV	13693907	13693955	48	A	5	255	+	IV	13693909	13693930	21UR-7692	255	+	2	25
44580	IV	13697149	13697195	46	A	3	255	+	IV	13697151	13697172	21UR-5222	255	+	2	23
44581	IV	13698255	13698306	51	A	2	255	+	IV	13698257	13698278	21UR-7322	255	+	2	28
44583	IV	13698255	13698309	54	A	1	255	+	IV	13698257	13698278	21UR-7322	255	+	2	31
44585	IV	13698255	13698310	55	A	1	255	+	IV	13698257	13698278	21UR-7322	255	+	2	32
44587	IV	13698471	13698506	35	A	9	255	+	IV	13698473	13698494	21UR-4313	255	+	2	12
44589	IV	13698471	13698538	67	A	1	255	+	IV	13698473	13698494	21UR-4313	255	+	2	44
44645	IV	13701020	13701070	50	A	3	255	+	IV	13701022	13701043	21UR-3314	255	+	2	27
44674	IV	13707546	13707579	33	A	3	255	+	IV	13707548	13707569	21UR-5826	255	+	2	10
44677	IV	13707546	13707586	40	A	16	255	+	IV	13707548	13707569	21UR-5826	255	+	2	17
44680	IV	13707546	13707587	41	A	3	255	+	IV	13707548	13707569	21UR-5826	255	+	2	18
44683	IV	13707546	13707588	42	A	5	255	+	IV	13707548	13707569	21UR-5826	255	+	2	19
44686	IV	13707546	13707589	43	A	14	255	+	IV	13707548	13707569	21UR-5826	255	+	2	20
44689	IV	13707546	13707590	44	A	1	255	+	IV	13707548	13707569	21UR-5826	255	+	2	21
44692	IV	13707546	13707597	51	A	2	255	+	IV	13707548	13707569	21UR-5826	255	+	2	28
44695	IV	13707546	13707600	54	A	6	255	+	IV	13707548	13707569	21UR-5826	255	+	2	31
44714	IV	13713180	13713234	54	G	3	255	+	IV	13713182	13713203	21UR-4776	255	+	2	31
44718	IV	13715089	13715147	58	G	7	255	+	IV	13715091	13715112	21UR-11423	255	+	2	35
44721	IV	13717963	13718011	48	G	1	255	+	IV	13717965	13717986	21UR-7732	255	+	2	25
44756	IV	13727772	13727831	59	A	3	255	+	IV	13727774	13727795	21UR-1610	255	+	2	36
44758	IV	13727772	13727835	63	A	5	255	+	IV	13727774	13727795	21UR-1610	255	+	2	40
44760	IV	13727772	13727841	69	A	2	255	+	IV	13727774	13727795	21UR-1610	255	+	2	46
44765	IV	13728253	13728294	41	A	2	255	+	IV	13728255	13728276	21UR-5733	255	+	2	18
44767	IV	13730115	13730144	29	A	2	255	+	IV	13730117	13730138	21UR-5092	255	+	2	6
44768	IV	13730617	13730638	21	G	5	255	+	IV	13730619	13730640	21UR-2894	255	+	2	-2
44769	IV	13730617	13730670	53	G	5	255	+	IV	13730619	13730640	21UR-2894	255	+	2	30
44770	IV	13732430	13732485	55	A	5	255	+	IV	13732432	13732453	21UR-429	255	+	2	32
44771	IV	13733178	13733228	50	A	5	255	+	IV	13733180	13733201	21UR-280	255	+	2	27
44772	IV	13733178	13733229	51	A	4	255	+	IV	13733180	13733201	21UR-280	255	+	2	28
44773	IV	13733178	13733231	53	A	6	255	+	IV	13733180	13733201	21UR-280	255	+	2	30
44774	IV	13733178	13733233	55	A	3	255	+	IV	13733180	13733201	21UR-280	255	+	2	32
44775	IV	13733178	13733234	56	A	13	255	+	IV	13733180	13733201	21UR-280	255	+	2	33
44776	IV	13733178	13733235	57	A	9	255	+	IV	13733180	13733201	21UR-280	255	+	2	34
44777	IV	13733178	13733238	60	A	17	255	+	IV	13733180	13733201	21UR-280	255	+	2	37
44778	IV	13733178	13733239	61	A	2	255	+	IV	13733180	13733201	21UR-280	255	+	2	38
44779	IV	13733178	13733240	62	A	3	255	+	IV	13733180	13733201	21UR-280	255	+	2	39
44782	IV	13743063	13743095	32	A	1	255	+	IV	13743065	13743086	21UR-7700	255	+	2	9
44784	IV	13743063	13743096	33	A	3	255	+	IV	13743065	13743086	21UR-7700	255	+	2	10
44789	IV	13744121	13744140	19	A	14	255	+	IV	13744123	13744144	21UR-5360	255	+	2	-4
44790	IV	13744121	13744142	21	A	8	255	+	IV	13744123	13744144	21UR-5360	255	+	2	-2
44791	IV	13744121	13744143	22	A	6	255	+	IV	13744123	13744144	21UR-5360	255	+	2	-1
44792	IV	13744121	13744145	24	A	6	255	+	IV	13744123	13744144	21UR-5360	255	+	2	1
44793	IV	13744121	13744146	25	A	21	255	+	IV	13744123	13744144	21UR-5360	255	+	2	2
44794	IV	13744121	13744147	26	A	3	255	+	IV	13744123	13744144	21UR-5360	255	+	2	3
44795	IV	13744121	13744163	42	A	3	255	+	IV	13744123	13744144	21UR-5360	255	+	2	19
44796	IV	13744121	13744184	63	A	8	255	+	IV	13744123	13744144	21UR-5360	255	+	2	40
44797	IV	13744121	13744186	65	A	15	255	+	IV	13744123	13744144	21UR-5360	255	+	2	42
44798	IV	13744121	13744188	67	A	31	255	+	IV	13744123	13744144	21UR-5360	255	+	2	44
44799	IV	13744121	13744190	69	A	43	255	+	IV	13744123	13744144	21UR-5360	255	+	2	46
44800	IV	13744121	13744191	70	A	6	255	+	IV	13744123	13744144	21UR-5360	255	+	2	47
44803	IV	13746707	13746761	54	A	3	255	+	IV	13746709	13746730	21UR-5606	255	+	2	31
44808	IV	13748789	13748833	44	A	1	255	+	IV	13748791	13748812	21UR-7438	255	+	2	21
44833	IV	13755266	13755289	23	A	8	255	+	IV	13755268	13755289	21UR-1850	255	+	2	0
44834	IV	13755266	13755315	49	A	8	255	+	IV	13755268	13755289	21UR-1850	255	+	2	26
44835	IV	13755266	13755318	52	A	3	255	+	IV	13755268	13755289	21UR-1850	255	+	2	29
44839	IV	13755541	13755592	51	A	5	255	+	IV	13755543	13755564	21UR-6271	255	+	2	28
44851	IV	13759088	13759126	38	G	6	255	+	IV	13759090	13759111	21UR-4392	255	+	2	15
44858	IV	13759236	13759287	51	A	10	255	+	IV	13759238	13759259	21UR-5244	255	+	2	28
44860	IV	13759236	13759293	57	A	3	255	+	IV	13759238	13759259	21UR-5244	255	+	2	34
44864	IV	13760015	13760042	27	A	14	255	+	IV	13760017	13760038	21UR-3394	255	+	2	4
44866	IV	13760015	13760050	35	A	8	255	+	IV	13760017	13760038	21UR-3394	255	+	2	12
44868	IV	13760015	13760054	39	A	5	255	+	IV	13760017	13760038	21UR-3394	255	+	2	16
44870	IV	13760015	13760058	43	A	3	255	+	IV	13760017	13760038	21UR-3394	255	+	2	20
44877	IV	13762052	13762092	40	A	4	255	+	IV	13762054	13762075	21UR-6972	255	+	2	17
44882	IV	13765557	13765587	30	A	2	255	+	IV	13765559	13765580	21UR-12408	255	+	2	7
44889	IV	13767959	13767979	20	A	10	255	+	IV	13767961	13767982	21UR-742	255	+	2	-3
44891	IV	13768610	13768639	29	A	2	255	+	IV	13768612	13768633	21UR-5145	255	+	2	6
44893	IV	13768610	13768642	32	A	3	255	+	IV	13768612	13768633	21UR-5145	255	+	2	9
44895	IV	13768610	13768649	39	A	7	255	+	IV	13768612	13768633	21UR-5145	255	+	2	16
44897	IV	13768610	13768652	42	A	8	255	+	IV	13768612	13768633	21UR-5145	255	+	2	19
44899	IV	13768610	13768661	51	A	1	255	+	IV	13768612	13768633	21UR-5145	255	+	2	28
44900	IV	13769268	13769297	29	A	5	255	+	IV	13769270	13769291	21UR-6056	255	+	2	6
44901	IV	13769268	13769305	37	A	5	255	+	IV	13769270	13769291	21UR-6056	255	+	2	14
44902	IV	13769268	13769310	42	A	1	255	+	IV	13769270	13769291	21UR-6056	255	+	2	19
44939	IV	13797386	13797410	24	A	1	255	+	IV	13797388	13797409	21UR-9555	255	+	2	1
44956	IV	13800619	13800668	49	G	9	255	+	IV	13800621	13800642	21UR-12585	255	+	2	26
44957	IV	13800619	13800673	54	G	3	255	+	IV	13800621	13800642	21UR-12585	255	+	2	31
44958	IV	13800619	13800674	55	G	9	255	+	IV	13800621	13800642	21UR-12585	255	+	2	32
44962	IV	13805551	13805596	45	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	22
44964	IV	13805551	13805597	46	A	6	255	+	IV	13805553	13805574	21UR-4912	255	+	2	23
44966	IV	13805551	13805598	47	A	3	255	+	IV	13805553	13805574	21UR-4912	255	+	2	24
44968	IV	13805551	13805599	48	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	25
44970	IV	13805551	13805600	49	A	2	255	+	IV	13805553	13805574	21UR-4912	255	+	2	26
44972	IV	13805551	13805602	51	A	3	255	+	IV	13805553	13805574	21UR-4912	255	+	2	28
44974	IV	13805551	13805603	52	A	4	255	+	IV	13805553	13805574	21UR-4912	255	+	2	29
44976	IV	13806482	13806531	49	A	3	255	+	IV	13806484	13806505	21UR-5596	255	+	2	26
