V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	plus_d	minus_d
13085	IV	13912950	13912988	38	G	8	255	+	IV	13912952	13912973	21UR-2351	255	+	2	15
13090	IV	13946208	13946262	54	A	4	255	+	IV	13946210	13946231	21UR-3129	255	+	2	31
13095	IV	13950573	13950601	28	A	1	255	+	IV	13950575	13950596	21UR-447	255	+	2	5
13096	IV	13950573	13950604	31	A	6	255	+	IV	13950575	13950596	21UR-447	255	+	2	8
13108	IV	13988368	13988405	37	A	2	255	+	IV	13988370	13988391	21UR-2034	255	+	2	14
13129	IV	14006789	14006826	37	A	7	255	+	IV	14006791	14006812	21UR-6824	255	+	2	14
13130	IV	14008881	14008910	29	A	9	255	+	IV	14008883	14008904	21UR-2949	255	+	2	6
13134	IV	14014376	14014404	28	G	8	255	+	IV	14014378	14014399	21UR-13723	255	+	2	5
13135	IV	14014891	14014915	24	A	6	255	+	IV	14014893	14014914	21UR-8258	255	+	2	1
13136	IV	14014891	14014916	25	A	8	255	+	IV	14014893	14014914	21UR-8258	255	+	2	2
13137	IV	14017672	14017720	48	A	4	255	+	IV	14017674	14017695	21UR-7150	255	+	2	25
13165	IV	14047172	14047197	25	A	9	255	+	IV	14047174	14047195	21UR-496	255	+	2	2
13166	IV	14053267	14053294	27	G	26	255	+	IV	14053269	14053290	21UR-975	255	+	2	4
13167	IV	14053267	14053305	38	G	1	255	+	IV	14053269	14053290	21UR-975	255	+	2	15
13168	IV	14053267	14053316	49	G	2	255	+	IV	14053269	14053290	21UR-975	255	+	2	26
13169	IV	14053267	14053331	64	G	5	255	+	IV	14053269	14053290	21UR-975	255	+	2	41
13170	IV	14053267	14053336	69	G	3	255	+	IV	14053269	14053290	21UR-975	255	+	2	46
13215	IV	14127503	14127524	21	A	4	255	+	IV	14127505	14127526	21UR-777	255	+	2	-2
13216	IV	14139731	14139755	24	A	9	255	+	IV	14139733	14139754	21UR-5185	255	+	2	1
13229	IV	14179280	14179330	50	A	1	255	+	IV	14179282	14179303	21UR-4108	255	+	2	27
13232	IV	14181353	14181413	60	A	2	255	+	IV	14181355	14181376	21UR-172	255	+	2	37
13247	IV	14202376	14202440	64	A	2	255	+	IV	14202378	14202399	21UR-6845	255	+	2	41
13249	IV	14202377	14202404	27	A	1	255	+	IV	14202379	14202400	21UR-6019	255	+	2	4
13252	IV	14202377	14202409	32	A	2	255	+	IV	14202379	14202400	21UR-6019	255	+	2	9
13255	IV	14202377	14202436	59	A	2	255	+	IV	14202379	14202400	21UR-6019	255	+	2	36
13266	IV	14220906	14220937	31	G	9	255	+	IV	14220908	14220929	21UR-2670	255	+	2	8
13267	IV	14227010	14227041	31	A	3	255	+	IV	14227012	14227033	21UR-1466	255	+	2	8
13277	IV	14265717	14265745	28	A	1	255	+	IV	14265719	14265740	21UR-102	255	+	2	5
13280	IV	14265720	14265778	58	G	3	255	+	IV	14265722	14265743	21UR-3827	255	+	2	35
13282	IV	14266257	14266284	27	G	1	255	+	IV	14266259	14266280	21UR-15686	255	+	2	4
13285	IV	14266257	14266302	45	G	2	255	+	IV	14266259	14266280	21UR-15686	255	+	2	22
13287	IV	14270114	14270133	19	A	4	255	+	IV	14270116	14270137	21UR-3961	255	+	2	-4
13294	IV	14275330	14275366	36	A	10	255	+	IV	14275332	14275353	21UR-9939	255	+	2	13
13304	IV	14291754	14291773	19	A	4	255	+	IV	14291756	14291777	21UR-3342	255	+	2	-4
13309	IV	14301786	14301806	20	A	1	255	+	IV	14301788	14301809	21UR-3730	255	+	2	-3
13310	IV	14301786	14301816	30	A	7	255	+	IV	14301788	14301809	21UR-3730	255	+	2	7
13328	IV	14338847	14338880	33	A	2	255	+	IV	14338849	14338870	21UR-4233	255	+	2	10
13330	IV	14343117	14343160	43	A	5	255	+	IV	14343119	14343140	21UR-1326	255	+	2	20
13341	IV	14360283	14360329	46	A	5	255	+	IV	14360285	14360306	21UR-11280	255	+	2	23
13342	IV	14360283	14360331	48	A	2	255	+	IV	14360285	14360306	21UR-11280	255	+	2	25
13343	IV	14364664	14364714	50	A	3	255	+	IV	14364666	14364687	21UR-3517	255	+	2	27
13348	IV	14372444	14372467	23	A	1	255	+	IV	14372446	14372467	21UR-4138	255	+	2	0
13351	IV	14372536	14372561	25	G	5	255	+	IV	14372538	14372559	21UR-1581	255	+	2	2
13357	IV	14378340	14378370	30	G	3	255	+	IV	14378342	14378363	21UR-859	255	+	2	7
13358	IV	14381735	14381770	35	A	5	255	+	IV	14381737	14381758	21UR-175	255	+	2	12
13360	IV	14381735	14381794	59	A	3	255	+	IV	14381737	14381758	21UR-175	255	+	2	36
13365	IV	14403683	14403730	47	A	4	255	+	IV	14403685	14403706	21UR-9	255	+	2	24
13370	IV	14412198	14412222	24	A	8	255	+	IV	14412200	14412221	21UR-3236	255	+	2	1
13371	IV	14424495	14424537	42	G	4	255	+	IV	14424497	14424518	21UR-1898	255	+	2	19
13372	IV	14432123	14432152	29	A	6	255	+	IV	14432125	14432146	21UR-709	255	+	2	6
13400	IV	14470639	14470671	32	A	4	255	+	IV	14470641	14470662	21UR-3971	255	+	2	9
13411	IV	14475693	14475728	35	A	1	255	+	IV	14475695	14475716	21UR-5019	255	+	2	12
13414	IV	14482920	14482986	66	G	1	255	+	IV	14482922	14482943	21UR-4573	255	+	2	43
13420	IV	14489335	14489359	24	G	4	255	+	IV	14489337	14489358	21UR-5000	255	+	2	1
13423	IV	14489335	14489365	30	G	1	255	+	IV	14489337	14489358	21UR-5000	255	+	2	7
13426	IV	14494639	14494661	22	G	1	255	+	IV	14494641	14494662	21UR-4748	255	+	2	-1
13427	IV	14494639	14494668	29	G	7	255	+	IV	14494641	14494662	21UR-4748	255	+	2	6
13428	IV	14495455	14495485	30	A	5	255	+	IV	14495457	14495478	21UR-1793	255	+	2	7
13429	IV	14495693	14495725	32	G	6	255	+	IV	14495695	14495716	21UR-4819	255	+	2	9
13432	IV	14495916	14495938	22	A	5	255	+	IV	14495918	14495939	21UR-5227	255	+	2	-1
13437	IV	14499251	14499302	51	A	11	255	+	IV	14499253	14499274	21UR-1668	255	+	2	28
13438	IV	14499251	14499305	54	A	2	255	+	IV	14499253	14499274	21UR-1668	255	+	2	31
13439	IV	14503603	14503621	18	A	5	255	+	IV	14503605	14503626	21UR-3942	255	+	2	-5
13440	IV	14512620	14512656	36	A	4	255	+	IV	14512622	14512643	21UR-5807	255	+	2	13
13454	IV	14559924	14559952	28	G	9	255	+	IV	14559926	14559947	21UR-1944	255	+	2	5
13458	IV	14564073	14564106	33	A	1	255	+	IV	14564075	14564096	21UR-151	255	+	2	10
13461	IV	14570243	14570294	51	A	2	255	+	IV	14570245	14570266	21UR-8664	255	+	2	28
13467	IV	14583795	14583847	52	A	5	255	+	IV	14583797	14583818	21UR-5492	255	+	2	29
13468	IV	14601011	14601041	30	A	4	255	+	IV	14601013	14601034	21UR-5962	255	+	2	7
13472	IV	14602635	14602662	27	A	11	255	+	IV	14602637	14602658	21UR-1690	255	+	2	4
13475	IV	14607314	14607344	30	G	13	255	+	IV	14607316	14607337	21UR-1087	255	+	2	7
13495	IV	14640087	14640121	34	A	3	255	+	IV	14640089	14640110	21UR-864	255	+	2	11
13496	IV	14640087	14640126	39	A	7	255	+	IV	14640089	14640110	21UR-864	255	+	2	16
13497	IV	14640087	14640132	45	A	4	255	+	IV	14640089	14640110	21UR-864	255	+	2	22
13498	IV	14644855	14644897	42	A	8	255	+	IV	14644857	14644878	21UR-845	255	+	2	19
13499	IV	14644855	14644902	47	A	3	255	+	IV	14644857	14644878	21UR-845	255	+	2	24
13502	IV	14653136	14653176	40	A	4	255	+	IV	14653138	14653159	21UR-1838	255	+	2	17
13505	IV	14653136	14653179	43	A	8	255	+	IV	14653138	14653159	21UR-1838	255	+	2	20
13508	IV	14653136	14653180	44	A	3	255	+	IV	14653138	14653159	21UR-1838	255	+	2	21
13516	IV	14668374	14668415	41	A	2	255	+	IV	14668376	14668397	21UR-819	255	+	2	18
13519	IV	14669636	14669669	33	A	6	255	+	IV	14669638	14669659	21UR-554	255	+	2	10
13521	IV	14669636	14669682	46	A	3	255	+	IV	14669638	14669659	21UR-554	255	+	2	23
13523	IV	14669636	14669686	50	A	6	255	+	IV	14669638	14669659	21UR-554	255	+	2	27
13527	IV	14676569	14676595	26	A	1	255	+	IV	14676571	14676592	21UR-6659	255	+	2	3
13530	IV	14680236	14680261	25	A	7	255	+	IV	14680238	14680259	21UR-11326	255	+	2	2
13536	IV	14688003	14688035	32	A	2	255	+	IV	14688005	14688026	21UR-3890	255	+	2	9
13537	IV	14688231	14688262	31	A	2	255	+	IV	14688233	14688254	21UR-6388	255	+	2	8
13542	IV	14700675	14700705	30	G	1	255	+	IV	14700677	14700698	21UR-6225	255	+	2	7
13544	IV	14710348	14710375	27	A	2	255	+	IV	14710350	14710371	21UR-2916	255	+	2	4
13545	IV	14710348	14710378	30	A	4	255	+	IV	14710350	14710371	21UR-2916	255	+	2	7
13546	IV	14713079	14713138	59	A	3	255	+	IV	14713081	14713102	21UR-2123	255	+	2	36
13565	IV	14734211	14734249	38	A	4	255	+	IV	14734213	14734234	21UR-32	255	+	2	15
13566	IV	14734211	14734260	49	A	5	255	+	IV	14734213	14734234	21UR-32	255	+	2	26
13569	IV	14741436	14741460	24	G	4	255	+	IV	14741438	14741459	21UR-13410	255	+	2	1
13572	IV	14744682	14744729	47	A	3	255	+	IV	14744684	14744705	21UR-5984	255	+	2	24
13573	IV	14750083	14750142	59	G	3	255	+	IV	14750085	14750106	21UR-3604	255	+	2	36
13657	IV	14816879	14816927	48	A	5	255	+	IV	14816881	14816902	21UR-4013	255	+	2	25
13658	IV	14816879	14816946	67	A	2	255	+	IV	14816881	14816902	21UR-4013	255	+	2	44
13661	IV	14829426	14829463	37	A	3	255	+	IV	14829428	14829449	21UR-6425	255	+	2	14
13662	IV	14830860	14830897	37	A	4	255	+	IV	14830862	14830883	21UR-4338	255	+	2	14
13665	IV	14830864	14830897	33	A	6	255	+	IV	14830866	14830887	21UR-832	255	+	2	10
13670	IV	14835305	14835333	28	A	7	255	+	IV	14835307	14835328	21UR-10493	255	+	2	5
13672	IV	14835305	14835334	29	A	6	255	+	IV	14835307	14835328	21UR-10493	255	+	2	6
13674	IV	14837316	14837336	20	A	6	255	+	IV	14837318	14837339	21UR-847	255	+	2	-3
13685	IV	14864743	14864767	24	A	7	255	+	IV	14864745	14864766	21UR-458	255	+	2	1
13686	IV	14864743	14864768	25	A	56	255	+	IV	14864745	14864766	21UR-458	255	+	2	2
13687	IV	14864743	14864769	26	A	503	255	+	IV	14864745	14864766	21UR-458	255	+	2	3
13688	IV	14864743	14864772	29	A	5	255	+	IV	14864745	14864766	21UR-458	255	+	2	6
13689	IV	14864743	14864780	37	A	17	255	+	IV	14864745	14864766	21UR-458	255	+	2	14
13690	IV	14864743	14864781	38	A	12	255	+	IV	14864745	14864766	21UR-458	255	+	2	15
13691	IV	14864743	14864785	42	A	4	255	+	IV	14864745	14864766	21UR-458	255	+	2	19
13692	IV	14864743	14864788	45	A	5	255	+	IV	14864745	14864766	21UR-458	255	+	2	22
13693	IV	14864743	14864803	60	A	8	255	+	IV	14864745	14864766	21UR-458	255	+	2	37
13716	IV	14901346	14901376	30	A	1	255	+	IV	14901348	14901369	21UR-2069	255	+	2	7
13719	IV	14901346	14901404	58	A	5	255	+	IV	14901348	14901369	21UR-2069	255	+	2	35
13722	IV	14901346	14901405	59	A	29	255	+	IV	14901348	14901369	21UR-2069	255	+	2	36
13725	IV	14901346	14901406	60	A	46	255	+	IV	14901348	14901369	21UR-2069	255	+	2	37
13728	IV	14901346	14901408	62	A	3	255	+	IV	14901348	14901369	21UR-2069	255	+	2	39
13729	IV	14902859	14902884	25	A	8	255	+	IV	14902861	14902882	21UR-454	255	+	2	2
13730	IV	14902859	14902922	63	A	7	255	+	IV	14902861	14902882	21UR-454	255	+	2	40
13731	IV	14902859	14902923	64	A	2	255	+	IV	14902861	14902882	21UR-454	255	+	2	41
13733	IV	14903881	14903934	53	G	4	255	+	IV	14903883	14903904	21UR-3745	255	+	2	30
13737	IV	14915105	14915139	34	A	6	255	+	IV	14915107	14915128	21UR-11715	255	+	2	11
13740	IV	14931032	14931061	29	A	6	255	+	IV	14931034	14931055	21UR-4536	255	+	2	6
13742	IV	14931032	14931063	31	A	4	255	+	IV	14931034	14931055	21UR-4536	255	+	2	8
13744	IV	14931032	14931067	35	A	1	255	+	IV	14931034	14931055	21UR-4536	255	+	2	12
13746	IV	14931032	14931074	42	A	1	255	+	IV	14931034	14931055	21UR-4536	255	+	2	19
13751	IV	14946061	14946087	26	A	2	255	+	IV	14946063	14946084	21UR-2015	255	+	2	3
13755	IV	14951693	14951714	21	A	18	255	+	IV	14951695	14951716	21UR-4845	255	+	2	-2
13757	IV	14960985	14961014	29	G	6	255	+	IV	14960987	14961008	21UR-3052	255	+	2	6
13762	IV	14961928	14961951	23	A	7	255	+	IV	14961930	14961951	21UR-2816	255	+	2	0
13763	IV	14961928	14961958	30	A	12	255	+	IV	14961930	14961951	21UR-2816	255	+	2	7
13764	IV	14961928	14961960	32	A	10	255	+	IV	14961930	14961951	21UR-2816	255	+	2	9
13765	IV	14961928	14961961	33	A	12	255	+	IV	14961930	14961951	21UR-2816	255	+	2	10
13766	IV	14961928	14961964	36	A	4	255	+	IV	14961930	14961951	21UR-2816	255	+	2	13
13767	IV	14961928	14961965	37	A	10	255	+	IV	14961930	14961951	21UR-2816	255	+	2	14
13768	IV	14961928	14961966	38	A	5	255	+	IV	14961930	14961951	21UR-2816	255	+	2	15
13769	IV	14961928	14961968	40	A	6	255	+	IV	14961930	14961951	21UR-2816	255	+	2	17
13770	IV	14961928	14961969	41	A	6	255	+	IV	14961930	14961951	21UR-2816	255	+	2	18
13805	IV	14965711	14965736	25	A	5	255	+	IV	14965713	14965734	21UR-4826	255	+	2	2
13806	IV	14967119	14967142	23	G	11	255	+	IV	14967121	14967142	21UR-1143	255	+	2	0
13808	IV	14969014	14969052	38	G	4	255	+	IV	14969016	14969037	21UR-10497	255	+	2	15
13813	IV	14979659	14979683	24	G	5	255	+	IV	14979661	14979682	21UR-66	255	+	2	1
13814	IV	14979659	14979685	26	G	4	255	+	IV	14979661	14979682	21UR-66	255	+	2	3
13815	IV	14979659	14979688	29	G	2	255	+	IV	14979661	14979682	21UR-66	255	+	2	6
13816	IV	14979659	14979707	48	G	8	255	+	IV	14979661	14979682	21UR-66	255	+	2	25
13817	IV	14979887	14979908	21	T	2	255	+	IV	14979889	14979910	21UR-12760	255	+	2	-2
13822	IV	14980375	14980393	18	G	2	255	+	IV	14980377	14980398	21UR-1961	255	+	2	-5
13828	IV	14981196	14981219	23	A	7	255	+	IV	14981198	14981219	21UR-3594	255	+	2	0
13830	IV	14981196	14981225	29	A	9	255	+	IV	14981198	14981219	21UR-3594	255	+	2	6
13831	IV	14981336	14981361	25	A	6	255	+	IV	14981338	14981359	21UR-225	255	+	2	2
13834	IV	14984793	14984826	33	A	10	255	+	IV	14984795	14984816	21UR-1480	255	+	2	10
13835	IV	14987898	14987925	27	A	2	255	+	IV	14987900	14987921	21UR-4792	255	+	2	4
13841	IV	14991875	14991903	28	A	1	255	+	IV	14991877	14991898	21UR-9808	255	+	2	5
13842	IV	14994101	14994120	19	A	5	255	+	IV	14994103	14994124	21UR-5081	255	+	2	-4
13843	IV	14998889	14998928	39	A	13	255	+	IV	14998891	14998912	21UR-1618	255	+	2	16
13844	IV	14998889	14998948	59	A	5	255	+	IV	14998891	14998912	21UR-1618	255	+	2	36
13845	IV	15002277	15002299	22	A	10	255	+	IV	15002279	15002300	21UR-3892	255	+	2	-1
13895	IV	15061271	15061301	30	G	4	255	+	IV	15061273	15061294	21UR-420	255	+	2	7
13897	IV	15061271	15061307	36	G	5	255	+	IV	15061273	15061294	21UR-420	255	+	2	13
13900	IV	15067320	15067353	33	A	7	255	+	IV	15067322	15067343	21UR-3096	255	+	2	10
13902	IV	15068601	15068651	50	G	12	255	+	IV	15068603	15068624	21UR-503	255	+	2	27
13905	IV	15089489	15089524	35	A	10	255	+	IV	15089491	15089512	21UR-5008	255	+	2	12
13906	IV	15095831	15095869	38	A	1	255	+	IV	15095833	15095854	21UR-5760	255	+	2	15
13915	IV	15114859	15114889	30	A	2	255	+	IV	15114861	15114882	21UR-96	255	+	2	7
13916	IV	15114859	15114914	55	A	4	255	+	IV	15114861	15114882	21UR-96	255	+	2	32
13918	IV	15117045	15117101	56	A	1	255	+	IV	15117047	15117068	21UR-3248	255	+	2	33
13923	IV	15124186	15124239	53	A	5	255	+	IV	15124188	15124209	21UR-2286	255	+	2	30
13935	IV	15147350	15147378	28	A	4	255	+	IV	15147352	15147373	21UR-10499	255	+	2	5
13949	IV	15155377	15155413	36	A	7	255	+	IV	15155379	15155400	21UR-3787	255	+	2	13
13950	IV	15161492	15161548	56	A	1	255	+	IV	15161494	15161515	21UR-4699	255	+	2	33
13953	IV	15165704	15165727	23	A	1	255	+	IV	15165706	15165727	21UR-5483	255	+	2	0
13956	IV	15165704	15165736	32	A	15	255	+	IV	15165706	15165727	21UR-5483	255	+	2	9
13959	IV	15165704	15165743	39	A	3	255	+	IV	15165706	15165727	21UR-5483	255	+	2	16
13962	IV	15165704	15165755	51	A	2	255	+	IV	15165706	15165727	21UR-5483	255	+	2	28
13981	IV	15210494	15210528	34	G	1	255	+	IV	15210496	15210517	21UR-5129	255	+	2	11
13987	IV	15211945	15211973	28	A	1	255	+	IV	15211947	15211968	21UR-1217	255	+	2	5
13988	IV	15214889	15214953	64	G	4	255	+	IV	15214891	15214912	21UR-3992	255	+	2	41
13989	IV	15221340	15221388	48	G	5	255	+	IV	15221342	15221363	21UR-4506	255	+	2	25
13990	IV	15234444	15234477	33	G	10	255	+	IV	15234446	15234467	21UR-1009	255	+	2	10
13991	IV	15234444	15234478	34	G	2	255	+	IV	15234446	15234467	21UR-1009	255	+	2	11
13996	IV	15238787	15238812	25	A	2	255	+	IV	15238789	15238810	21UR-705	255	+	2	2
13999	IV	15240878	15240939	61	A	3	255	+	IV	15240880	15240901	21UR-12584	255	+	2	38
14004	IV	15242922	15242961	39	A	7	255	+	IV	15242924	15242945	21UR-7076	255	+	2	16
14008	IV	15253961	15254033	72	A	5	255	+	IV	15253963	15253984	21UR-1566	255	+	2	49
14026	IV	15271978	15272009	31	G	2	255	+	IV	15271980	15272001	21UR-11797	255	+	2	8
14028	IV	15273219	15273264	45	A	3	255	+	IV	15273221	15273242	21UR-8347	255	+	2	22
14032	IV	15287983	15288011	28	A	9	255	+	IV	15287985	15288006	21UR-3245	255	+	2	5
14034	IV	15297849	15297870	21	A	2	255	+	IV	15297851	15297872	21UR-2050	255	+	2	-2
14035	IV	15298498	15298536	38	G	7	255	+	IV	15298500	15298521	21UR-4859	255	+	2	15
14039	IV	15301687	15301722	35	A	7	255	+	IV	15301689	15301710	21UR-2378	255	+	2	12
14043	IV	15314742	15314799	57	A	2	255	+	IV	15314744	15314765	21UR-6470	255	+	2	34
14065	IV	15342074	15342132	58	A	6	255	+	IV	15342076	15342097	21UR-2525	255	+	2	35
14073	IV	15360774	15360796	22	A	11	255	+	IV	15360776	15360797	21UR-3850	255	+	2	-1
14081	IV	15363375	15363431	56	A	3	255	+	IV	15363377	15363398	21UR-1348	255	+	2	33
14087	IV	15365484	15365539	55	A	2	255	+	IV	15365486	15365507	21UR-4765	255	+	2	32
14090	IV	15368585	15368622	37	A	6	255	+	IV	15368587	15368608	21UR-9704	255	+	2	14
14091	IV	15372281	15372337	56	A	4	255	+	IV	15372283	15372304	21UR-5846	255	+	2	33
14092	IV	15373189	15373215	26	A	13	255	+	IV	15373191	15373212	21UR-1490	255	+	2	3
14093	IV	15373189	15373224	35	A	1	255	+	IV	15373191	15373212	21UR-1490	255	+	2	12
14094	IV	15373189	15373226	37	A	5	255	+	IV	15373191	15373212	21UR-1490	255	+	2	14
14095	IV	15373189	15373238	49	A	4	255	+	IV	15373191	15373212	21UR-1490	255	+	2	26
14103	IV	15387095	15387144	49	G	5	255	+	IV	15387097	15387118	21UR-2688	255	+	2	26
14120	IV	15394119	15394146	27	A	2	255	+	IV	15394121	15394142	21UR-4752	255	+	2	4
14122	IV	15394119	15394158	39	A	1	255	+	IV	15394121	15394142	21UR-4752	255	+	2	16
14124	IV	15394119	15394175	56	A	4	255	+	IV	15394121	15394142	21UR-4752	255	+	2	33
14125	IV	15396842	15396863	21	A	13	255	+	IV	15396844	15396865	21UR-2502	255	+	2	-2
14127	IV	15406153	15406200	47	A	1	255	+	IV	15406155	15406176	21UR-2994	255	+	2	24
14129	IV	15421156	15421209	53	A	1	255	+	IV	15421158	15421179	21UR-292	255	+	2	30
