V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	plus_d	minus_d
28809	III	10807479	10807502	23	A	8	255	+	III	10807481	10807502	21UR-9572	255	+	2	0
28811	III	10807479	10807504	25	A	8	255	+	III	10807481	10807502	21UR-9572	255	+	2	2
28813	III	10807479	10807505	26	A	1	255	+	III	10807481	10807502	21UR-9572	255	+	2	3
28815	III	10807479	10807506	27	A	1	255	+	III	10807481	10807502	21UR-9572	255	+	2	4
28817	III	10807479	10807507	28	A	4	255	+	III	10807481	10807502	21UR-9572	255	+	2	5
28819	III	10807479	10807508	29	A	7	255	+	III	10807481	10807502	21UR-9572	255	+	2	6
28821	III	10807479	10807509	30	A	144	255	+	III	10807481	10807502	21UR-9572	255	+	2	7
28823	III	10807479	10807511	32	A	1	255	+	III	10807481	10807502	21UR-9572	255	+	2	9
28825	III	10807479	10807512	33	A	4	255	+	III	10807481	10807502	21UR-9572	255	+	2	10
28827	III	10807479	10807514	35	A	8	255	+	III	10807481	10807502	21UR-9572	255	+	2	12
28829	III	10807479	10807516	37	A	1	255	+	III	10807481	10807502	21UR-9572	255	+	2	14
28831	III	10807479	10807517	38	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	15
28833	III	10807479	10807519	40	A	13	255	+	III	10807481	10807502	21UR-9572	255	+	2	17
28835	III	10807479	10807520	41	A	9	255	+	III	10807481	10807502	21UR-9572	255	+	2	18
28837	III	10807479	10807521	42	A	1	255	+	III	10807481	10807502	21UR-9572	255	+	2	19
28839	III	10807479	10807523	44	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	21
28841	III	10807479	10807525	46	A	1	255	+	III	10807481	10807502	21UR-9572	255	+	2	23
38198	III	7190022	7190056	34	A	1	255	+	III	7190024	7190045	21UR-7304	255	+	2	11
38201	III	7190022	7190057	35	A	5	255	+	III	7190024	7190045	21UR-7304	255	+	2	12
38204	III	7190022	7190058	36	A	3	255	+	III	7190024	7190045	21UR-7304	255	+	2	13
38206	III	7190026	7190057	31	A	1	255	+	III	7190028	7190049	21UR-10581	255	+	2	8
41176	III	9616283	9616305	22	G	3	255	+	III	9616285	9616306	21UR-9360	255	+	2	-1
42933	IV	11276751	11276783	32	A	4	255	+	IV	11276753	11276774	21UR-10898	255	+	2	9
42934	IV	11276751	11276803	52	A	1	255	+	IV	11276753	11276774	21UR-10898	255	+	2	29
42936	IV	11276751	11276804	53	A	1	255	+	IV	11276753	11276774	21UR-10898	255	+	2	30
44088	IV	12037833	12037855	22	G	2	255	+	IV	12037835	12037856	21UR-9630	255	+	2	-1
44089	IV	12037833	12037863	30	G	4	255	+	IV	12037835	12037856	21UR-9630	255	+	2	7
44090	IV	12037833	12037882	49	G	1	255	+	IV	12037835	12037856	21UR-9630	255	+	2	26
44091	IV	12037833	12037883	50	G	1	255	+	IV	12037835	12037856	21UR-9630	255	+	2	27
44092	IV	12037833	12037884	51	G	1	255	+	IV	12037835	12037856	21UR-9630	255	+	2	28
44093	IV	12037833	12037890	57	G	6	255	+	IV	12037835	12037856	21UR-9630	255	+	2	34
44094	IV	12037833	12037891	58	G	3	255	+	IV	12037835	12037856	21UR-9630	255	+	2	35
44732	IV	12555093	12555111	18	A	2	255	+	IV	12555095	12555116	21UR-4590	255	+	2	-5
45877	IV	13600846	13600871	25	G	8	255	+	IV	13600848	13600869	21UR-3338	255	+	2	2
45879	IV	13600846	13600914	68	G	2	255	+	IV	13600848	13600869	21UR-3338	255	+	2	45
45881	IV	13600846	13600917	71	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	48
45883	IV	13600846	13600918	72	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	49
45886	IV	13600849	13600869	20	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-3
45888	IV	13600849	13600870	21	A	11	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-2
45890	IV	13600849	13600871	22	A	27	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-1
45892	IV	13600849	13600872	23	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	0
45894	IV	13600849	13600874	25	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	2
45896	IV	13600849	13600875	26	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	3
45898	IV	13600849	13600876	27	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	4
45900	IV	13600849	13600877	28	A	3	255	+	IV	13600851	13600872	21UR-2046	255	+	2	5
45902	IV	13600849	13600881	32	A	9	255	+	IV	13600851	13600872	21UR-2046	255	+	2	9
45904	IV	13600849	13600882	33	A	8	255	+	IV	13600851	13600872	21UR-2046	255	+	2	10
45906	IV	13600849	13600883	34	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	11
45908	IV	13600849	13600895	46	A	4	255	+	IV	13600851	13600872	21UR-2046	255	+	2	23
45910	IV	13600849	13600906	57	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	34
45912	IV	13600849	13600911	62	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	39
45914	IV	13600849	13600913	64	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	41
45916	IV	13600849	13600918	69	A	3	255	+	IV	13600851	13600872	21UR-2046	255	+	2	46
45918	IV	13600849	13600919	70	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	47
45920	IV	13600849	13600920	71	A	3	255	+	IV	13600851	13600872	21UR-2046	255	+	2	48
45934	IV	13601636	13601665	29	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	6
45935	IV	13601636	13601668	32	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	9
45936	IV	13601636	13601669	33	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	10
45937	IV	13601636	13601670	34	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	11
45938	IV	13601636	13601671	35	A	95	255	+	IV	13601638	13601659	21UR-3398	255	+	2	12
45939	IV	13601636	13601672	36	A	3	255	+	IV	13601638	13601659	21UR-3398	255	+	2	13
45940	IV	13601636	13601674	38	A	13	255	+	IV	13601638	13601659	21UR-3398	255	+	2	15
45941	IV	13601636	13601675	39	A	8	255	+	IV	13601638	13601659	21UR-3398	255	+	2	16
45942	IV	13601636	13601676	40	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	17
45943	IV	13601636	13601677	41	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	18
45944	IV	13601636	13601678	42	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	19
45945	IV	13601636	13601679	43	A	3	255	+	IV	13601638	13601659	21UR-3398	255	+	2	20
45946	IV	13601636	13601681	45	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	22
45947	IV	13601636	13601682	46	A	8	255	+	IV	13601638	13601659	21UR-3398	255	+	2	23
45948	IV	13601636	13601683	47	A	16	255	+	IV	13601638	13601659	21UR-3398	255	+	2	24
45949	IV	13601636	13601686	50	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	27
45950	IV	13601636	13601696	60	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	37
45951	IV	13601636	13601705	69	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	46
46053	IV	13603901	13603919	18	G	3	255	+	IV	13603903	13603924	21UR-3530	255	+	2	-5
46060	IV	13604752	13604773	21	G	1	255	+	IV	13604754	13604775	21UR-9244	255	+	2	-2
46061	IV	13604752	13604777	25	G	1	255	+	IV	13604754	13604775	21UR-9244	255	+	2	2
46072	IV	13613044	13613073	29	A	4	255	+	IV	13613046	13613067	21UR-15499	255	+	2	6
46076	IV	13615035	13615055	20	A	1	255	+	IV	13615037	13615058	21UR-6301	255	+	2	-3
46077	IV	13615035	13615062	27	A	2	255	+	IV	13615037	13615058	21UR-6301	255	+	2	4
46084	IV	13624675	13624705	30	A	1	255	+	IV	13624677	13624698	21UR-8414	255	+	2	7
46086	IV	13624878	13624907	29	A	7	255	+	IV	13624880	13624901	21UR-2411	255	+	2	6
46087	IV	13624878	13624908	30	A	1	255	+	IV	13624880	13624901	21UR-2411	255	+	2	7
46098	IV	13632773	13632821	48	G	1	255	+	IV	13632775	13632796	21UR-5969	255	+	2	25
46099	IV	13632991	13633022	31	G	1	255	+	IV	13632993	13633014	21UR-7616	255	+	2	8
46203	IV	13643842	13643869	27	A	1	255	+	IV	13643844	13643865	21UR-7217	255	+	2	4
46204	IV	13643842	13643902	60	A	1	255	+	IV	13643844	13643865	21UR-7217	255	+	2	37
46216	IV	13649446	13649467	21	G	1	255	+	IV	13649448	13649469	21UR-7739	255	+	2	-2
46218	IV	13651751	13651776	25	A	2	255	+	IV	13651753	13651774	21UR-5486	255	+	2	2
46221	IV	13651751	13651777	26	A	3	255	+	IV	13651753	13651774	21UR-5486	255	+	2	3
46224	IV	13651751	13651779	28	A	2	255	+	IV	13651753	13651774	21UR-5486	255	+	2	5
46227	IV	13651751	13651783	32	A	7	255	+	IV	13651753	13651774	21UR-5486	255	+	2	9
46230	IV	13651751	13651784	33	A	11	255	+	IV	13651753	13651774	21UR-5486	255	+	2	10
46233	IV	13651751	13651785	34	A	17	255	+	IV	13651753	13651774	21UR-5486	255	+	2	11
46236	IV	13651751	13651789	38	A	2	255	+	IV	13651753	13651774	21UR-5486	255	+	2	15
46239	IV	13651751	13651793	42	A	2	255	+	IV	13651753	13651774	21UR-5486	255	+	2	19
46242	IV	13651751	13651797	46	A	3	255	+	IV	13651753	13651774	21UR-5486	255	+	2	23
46245	IV	13651751	13651801	50	A	77	255	+	IV	13651753	13651774	21UR-5486	255	+	2	27
46248	IV	13651751	13651802	51	A	5	255	+	IV	13651753	13651774	21UR-5486	255	+	2	28
46251	IV	13651751	13651806	55	A	1	255	+	IV	13651753	13651774	21UR-5486	255	+	2	32
46254	IV	13651751	13651807	56	A	1	255	+	IV	13651753	13651774	21UR-5486	255	+	2	33
46257	IV	13651751	13651811	60	A	3	255	+	IV	13651753	13651774	21UR-5486	255	+	2	37
46259	IV	13651754	13651774	20	A	12	255	+	IV	13651756	13651777	21UR-8546	255	+	2	-3
46295	IV	13673750	13673777	27	A	1	255	+	IV	13673752	13673773	21UR-6156	255	+	2	4
46311	IV	13680502	13680545	43	G	2	255	+	IV	13680504	13680525	21UR-70	255	+	2	20
46315	IV	13681400	13681443	43	G	1	255	+	IV	13681402	13681423	21UR-4070	255	+	2	20
46316	IV	13681891	13681943	52	A	1	255	+	IV	13681893	13681914	21UR-5359	255	+	2	29
46318	IV	13682257	13682294	37	G	2	255	+	IV	13682259	13682280	21UR-5388	255	+	2	14
46320	IV	13682257	13682299	42	G	2	255	+	IV	13682259	13682280	21UR-5388	255	+	2	19
46322	IV	13682257	13682300	43	G	4	255	+	IV	13682259	13682280	21UR-5388	255	+	2	20
46325	IV	13684311	13684335	24	G	1	255	+	IV	13684313	13684334	21UR-7609	255	+	2	1
46335	IV	13689778	13689810	32	A	2	255	+	IV	13689780	13689801	21UR-5024	255	+	2	9
46336	IV	13691041	13691084	43	A	3	255	+	IV	13691043	13691064	21UR-1753	255	+	2	20
46344	IV	13693085	13693111	26	A	13	255	+	IV	13693087	13693108	21UR-509	255	+	2	3
46345	IV	13693085	13693113	28	A	2	255	+	IV	13693087	13693108	21UR-509	255	+	2	5
46346	IV	13693085	13693114	29	A	3	255	+	IV	13693087	13693108	21UR-509	255	+	2	6
46347	IV	13693085	13693120	35	A	2	255	+	IV	13693087	13693108	21UR-509	255	+	2	12
46348	IV	13693085	13693130	45	A	1	255	+	IV	13693087	13693108	21UR-509	255	+	2	22
46350	IV	13693907	13693942	35	A	2	255	+	IV	13693909	13693930	21UR-7692	255	+	2	12
46352	IV	13697149	13697167	18	A	2	255	+	IV	13697151	13697172	21UR-5222	255	+	2	-5
46354	IV	13697149	13697198	49	A	4	255	+	IV	13697151	13697172	21UR-5222	255	+	2	26
46356	IV	13697149	13697199	50	A	4	255	+	IV	13697151	13697172	21UR-5222	255	+	2	27
46358	IV	13697149	13697201	52	A	1	255	+	IV	13697151	13697172	21UR-5222	255	+	2	29
46359	IV	13698255	13698284	29	A	1	255	+	IV	13698257	13698278	21UR-7322	255	+	2	6
46361	IV	13698471	13698501	30	A	1	255	+	IV	13698473	13698494	21UR-4313	255	+	2	7
46363	IV	13698471	13698504	33	A	1	255	+	IV	13698473	13698494	21UR-4313	255	+	2	10
46501	IV	13707546	13707575	29	A	1	255	+	IV	13707548	13707569	21UR-5826	255	+	2	6
46504	IV	13707546	13707579	33	A	2	255	+	IV	13707548	13707569	21UR-5826	255	+	2	10
46507	IV	13707546	13707580	34	A	1	255	+	IV	13707548	13707569	21UR-5826	255	+	2	11
46510	IV	13707546	13707587	41	A	1	255	+	IV	13707548	13707569	21UR-5826	255	+	2	18
46513	IV	13707546	13707588	42	A	5	255	+	IV	13707548	13707569	21UR-5826	255	+	2	19
46521	IV	13707551	13707586	35	G	1	255	+	IV	13707553	13707574	21UR-12846	255	+	2	12
46532	IV	13711930	13711959	29	G	1	255	+	IV	13711932	13711953	21UR-5510	255	+	2	6
46533	IV	13711930	13711960	30	G	1	255	+	IV	13711932	13711953	21UR-5510	255	+	2	7
46534	IV	13711930	13711981	51	G	1	255	+	IV	13711932	13711953	21UR-5510	255	+	2	28
46535	IV	13711930	13711989	59	G	3	255	+	IV	13711932	13711953	21UR-5510	255	+	2	36
46536	IV	13712621	13712650	29	A	6	255	+	IV	13712623	13712644	21UR-2756	255	+	2	6
46552	IV	13713180	13713199	19	G	4	255	+	IV	13713182	13713203	21UR-4776	255	+	2	-4
46554	IV	13713180	13713205	25	G	2	255	+	IV	13713182	13713203	21UR-4776	255	+	2	2
46556	IV	13713180	13713214	34	G	3	255	+	IV	13713182	13713203	21UR-4776	255	+	2	11
46572	IV	13717963	13717990	27	G	1	255	+	IV	13717965	13717986	21UR-7732	255	+	2	4
46573	IV	13717963	13717999	36	G	2	255	+	IV	13717965	13717986	21UR-7732	255	+	2	13
46574	IV	13717963	13718016	53	G	1	255	+	IV	13717965	13717986	21UR-7732	255	+	2	30
46648	IV	13728253	13728280	27	A	1	255	+	IV	13728255	13728276	21UR-5733	255	+	2	4
46650	IV	13728253	13728281	28	A	8	255	+	IV	13728255	13728276	21UR-5733	255	+	2	5
46652	IV	13728253	13728283	30	A	2	255	+	IV	13728255	13728276	21UR-5733	255	+	2	7
46654	IV	13728253	13728294	41	A	4	255	+	IV	13728255	13728276	21UR-5733	255	+	2	18
46656	IV	13728253	13728295	42	A	1	255	+	IV	13728255	13728276	21UR-5733	255	+	2	19
46658	IV	13728253	13728304	51	A	1	255	+	IV	13728255	13728276	21UR-5733	255	+	2	28
46665	IV	13730617	13730641	24	G	2	255	+	IV	13730619	13730640	21UR-2894	255	+	2	1
46666	IV	13730617	13730645	28	G	2	255	+	IV	13730619	13730640	21UR-2894	255	+	2	5
46667	IV	13731006	13731025	19	A	1	255	+	IV	13731008	13731029	21UR-8049	255	+	2	-4
46670	IV	13732430	13732481	51	A	3	255	+	IV	13732432	13732453	21UR-429	255	+	2	28
46671	IV	13733178	13733228	50	A	1	255	+	IV	13733180	13733201	21UR-280	255	+	2	27
46673	IV	13744121	13744188	67	A	2	255	+	IV	13744123	13744144	21UR-5360	255	+	2	44
46674	IV	13744121	13744190	69	A	2	255	+	IV	13744123	13744144	21UR-5360	255	+	2	46
46677	IV	13747082	13747116	34	A	1	255	+	IV	13747084	13747105	21UR-1288	255	+	2	11
46696	IV	13748123	13748149	26	G	2	255	+	IV	13748125	13748146	21UR-574	255	+	2	3
46698	IV	13748123	13748152	29	G	3	255	+	IV	13748125	13748146	21UR-574	255	+	2	6
46700	IV	13748123	13748154	31	G	4	255	+	IV	13748125	13748146	21UR-574	255	+	2	8
46702	IV	13748123	13748158	35	G	7	255	+	IV	13748125	13748146	21UR-574	255	+	2	12
46704	IV	13748123	13748162	39	G	5	255	+	IV	13748125	13748146	21UR-574	255	+	2	16
46706	IV	13748123	13748164	41	G	5	255	+	IV	13748125	13748146	21UR-574	255	+	2	18
46708	IV	13748123	13748166	43	G	3	255	+	IV	13748125	13748146	21UR-574	255	+	2	20
46717	IV	13748789	13748813	24	A	1	255	+	IV	13748791	13748812	21UR-7438	255	+	2	1
46718	IV	13748789	13748815	26	A	1	255	+	IV	13748791	13748812	21UR-7438	255	+	2	3
46729	IV	13755266	13755288	22	A	1	255	+	IV	13755268	13755289	21UR-1850	255	+	2	-1
46732	IV	13757754	13757772	18	A	1	255	+	IV	13757756	13757777	21UR-1129	255	+	2	-5
46735	IV	13757754	13757777	23	A	3	255	+	IV	13757756	13757777	21UR-1129	255	+	2	0
46738	IV	13757754	13757797	43	A	2	255	+	IV	13757756	13757777	21UR-1129	255	+	2	20
46741	IV	13757754	13757821	67	A	1	255	+	IV	13757756	13757777	21UR-1129	255	+	2	44
46748	IV	13759088	13759115	27	G	3	255	+	IV	13759090	13759111	21UR-4392	255	+	2	4
46763	IV	13760015	13760042	27	A	4	255	+	IV	13760017	13760038	21UR-3394	255	+	2	4
46765	IV	13760015	13760050	35	A	2	255	+	IV	13760017	13760038	21UR-3394	255	+	2	12
46767	IV	13760015	13760052	37	A	1	255	+	IV	13760017	13760038	21UR-3394	255	+	2	14
46769	IV	13760015	13760053	38	A	1	255	+	IV	13760017	13760038	21UR-3394	255	+	2	15
46771	IV	13760015	13760054	39	A	3	255	+	IV	13760017	13760038	21UR-3394	255	+	2	16
46777	IV	13761156	13761192	36	A	2	255	+	IV	13761158	13761179	21UR-236	255	+	2	13
46780	IV	13761156	13761196	40	A	3	255	+	IV	13761158	13761179	21UR-236	255	+	2	17
46783	IV	13761156	13761204	48	A	1	255	+	IV	13761158	13761179	21UR-236	255	+	2	25
46809	IV	13765557	13765587	30	A	1	255	+	IV	13765559	13765580	21UR-12408	255	+	2	7
46811	IV	13765557	13765610	53	A	4	255	+	IV	13765559	13765580	21UR-12408	255	+	2	30
46817	IV	13768610	13768639	29	A	2	255	+	IV	13768612	13768633	21UR-5145	255	+	2	6
46819	IV	13771995	13772039	44	A	3	255	+	IV	13771997	13772018	21UR-774	255	+	2	21
46821	IV	13771995	13772046	51	A	1	255	+	IV	13771997	13772018	21UR-774	255	+	2	28
46838	IV	13800619	13800641	22	G	1	255	+	IV	13800621	13800642	21UR-12585	255	+	2	-1
46839	IV	13800619	13800668	49	G	1	255	+	IV	13800621	13800642	21UR-12585	255	+	2	26
46840	IV	13800619	13800672	53	G	1	255	+	IV	13800621	13800642	21UR-12585	255	+	2	30
46841	IV	13800619	13800673	54	G	1	255	+	IV	13800621	13800642	21UR-12585	255	+	2	31
46842	IV	13800619	13800674	55	G	2	255	+	IV	13800621	13800642	21UR-12585	255	+	2	32
46879	IV	13805551	13805588	37	A	2	255	+	IV	13805553	13805574	21UR-4912	255	+	2	14
46881	IV	13805551	13805596	45	A	9	255	+	IV	13805553	13805574	21UR-4912	255	+	2	22
46883	IV	13805551	13805597	46	A	2	255	+	IV	13805553	13805574	21UR-4912	255	+	2	23
46885	IV	13805551	13805598	47	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	24
46887	IV	13805551	13805601	50	A	5	255	+	IV	13805553	13805574	21UR-4912	255	+	2	27
46889	IV	13805551	13805602	51	A	6	255	+	IV	13805553	13805574	21UR-4912	255	+	2	28
46893	IV	13805963	13806002	39	G	1	255	+	IV	13805965	13805986	21UR-3235	255	+	2	16
46894	IV	13806482	13806512	30	A	3	255	+	IV	13806484	13806505	21UR-5596	255	+	2	7
46900	IV	13809766	13809819	53	A	1	255	+	IV	13809768	13809789	21UR-2242	255	+	2	30
46909	IV	13818024	13818042	18	A	2	255	+	IV	13818026	13818047	21UR-1949	255	+	2	-5
46911	IV	13818024	13818044	20	A	2	255	+	IV	13818026	13818047	21UR-1949	255	+	2	-3
46913	IV	13818024	13818046	22	A	1	255	+	IV	13818026	13818047	21UR-1949	255	+	2	-1
46915	IV	13818024	13818047	23	A	1	255	+	IV	13818026	13818047	21UR-1949	255	+	2	0
46917	IV	13818024	13818048	24	A	2	255	+	IV	13818026	13818047	21UR-1949	255	+	2	1
46919	IV	13818024	13818049	25	A	17	255	+	IV	13818026	13818047	21UR-1949	255	+	2	2
46921	IV	13818024	13818050	26	A	15	255	+	IV	13818026	13818047	21UR-1949	255	+	2	3
46923	IV	13818024	13818051	27	A	1	255	+	IV	13818026	13818047	21UR-1949	255	+	2	4
46925	IV	13818024	13818053	29	A	6	255	+	IV	13818026	13818047	21UR-1949	255	+	2	6
46927	IV	13818024	13818054	30	A	4	255	+	IV	13818026	13818047	21UR-1949	255	+	2	7
46929	IV	13818024	13818070	46	A	2	255	+	IV	13818026	13818047	21UR-1949	255	+	2	23
46938	IV	13819063	13819083	20	A	3	255	+	IV	13819065	13819086	21UR-4680	255	+	2	-3
47018	IV	13820589	13820618	29	G	1	255	+	IV	13820591	13820612	21UR-3006	255	+	2	6
47019	IV	13820589	13820619	30	G	2	255	+	IV	13820591	13820612	21UR-3006	255	+	2	7
47020	IV	13820589	13820622	33	G	3	255	+	IV	13820591	13820612	21UR-3006	255	+	2	10
47021	IV	13820589	13820623	34	G	1	255	+	IV	13820591	13820612	21UR-3006	255	+	2	11
47022	IV	13820589	13820624	35	G	8	255	+	IV	13820591	13820612	21UR-3006	255	+	2	12
47027	IV	13821315	13821334	19	A	4	255	+	IV	13821317	13821338	21UR-7799	255	+	2	-4
47029	IV	13821655	13821680	25	A	1	255	+	IV	13821657	13821678	21UR-2729	255	+	2	2
47030	IV	13821655	13821686	31	A	4	255	+	IV	13821657	13821678	21UR-2729	255	+	2	8
47031	IV	13821655	13821687	32	A	1	255	+	IV	13821657	13821678	21UR-2729	255	+	2	9
47032	IV	13821655	13821700	45	A	2	255	+	IV	13821657	13821678	21UR-2729	255	+	2	22
47033	IV	13821655	13821708	53	A	1	255	+	IV	13821657	13821678	21UR-2729	255	+	2	30
47034	IV	13823655	13823675	20	A	3	255	+	IV	13823657	13823678	21UR-7953	255	+	2	-3
47035	IV	13823655	13823707	52	A	2	255	+	IV	13823657	13823678	21UR-7953	255	+	2	29
47036	IV	13823655	13823708	53	A	2	255	+	IV	13823657	13823678	21UR-7953	255	+	2	30
47038	IV	13823867	13823921	54	A	1	255	+	IV	13823869	13823890	21UR-2106	255	+	2	31
47045	IV	13825320	13825357	37	G	10	255	+	IV	13825322	13825343	21UR-5664	255	+	2	14
47046	IV	13825320	13825364	44	G	2	255	+	IV	13825322	13825343	21UR-5664	255	+	2	21
47050	IV	13825477	13825507	30	A	1	255	+	IV	13825479	13825500	21UR-5874	255	+	2	7
47052	IV	13825477	13825508	31	A	1	255	+	IV	13825479	13825500	21UR-5874	255	+	2	8
47055	IV	13825478	13825498	20	A	2	255	+	IV	13825480	13825501	21UR-7512	255	+	2	-3
47057	IV	13825478	13825501	23	A	1	255	+	IV	13825480	13825501	21UR-7512	255	+	2	0
47059	IV	13825478	13825513	35	A	1	255	+	IV	13825480	13825501	21UR-7512	255	+	2	12
47062	IV	13825770	13825793	23	A	1	255	+	IV	13825772	13825793	21UR-2307	255	+	2	0
47064	IV	13825770	13825797	27	A	2	255	+	IV	13825772	13825793	21UR-2307	255	+	2	4
47069	IV	13826075	13826125	50	A	2	255	+	IV	13826077	13826098	21UR-1127	255	+	2	27
47071	IV	13826307	13826336	29	A	1	255	+	IV	13826309	13826330	21UR-3098	255	+	2	6
47072	IV	13826307	13826338	31	A	4	255	+	IV	13826309	13826330	21UR-3098	255	+	2	8
47077	IV	13828445	13828491	46	A	5	255	+	IV	13828447	13828468	21UR-1810	255	+	2	23
47097	IV	13830695	13830721	26	A	2	255	+	IV	13830697	13830718	21UR-2220	255	+	2	3
47099	IV	13830695	13830725	30	A	4	255	+	IV	13830697	13830718	21UR-2220	255	+	2	7
