V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	plus_d	minus_d
14918	IV	13651751	13651797	46	A	6	255	+	IV	13651753	13651774	21UR-5486	255	+	2	23
14921	IV	13651751	13651800	49	A	29	255	+	IV	13651753	13651774	21UR-5486	255	+	2	26
14923	IV	13651754	13651790	36	A	3	255	+	IV	13651756	13651777	21UR-8546	255	+	2	13
14934	IV	13675866	13675918	52	A	12	255	+	IV	13675868	13675889	21UR-1674	255	+	2	29
14938	IV	13683231	13683281	50	A	1	255	+	IV	13683233	13683254	21UR-168	255	+	2	27
14940	IV	13693085	13693140	55	A	1	255	+	IV	13693087	13693108	21UR-509	255	+	2	32
14942	IV	13697149	13697199	50	A	7	255	+	IV	13697151	13697172	21UR-5222	255	+	2	27
14988	IV	13707546	13707574	28	A	4	255	+	IV	13707548	13707569	21UR-5826	255	+	2	5
14991	IV	13707546	13707586	40	A	9	255	+	IV	13707548	13707569	21UR-5826	255	+	2	17
14994	IV	13707546	13707588	42	A	12	255	+	IV	13707548	13707569	21UR-5826	255	+	2	19
14997	IV	13707546	13707589	43	A	7	255	+	IV	13707548	13707569	21UR-5826	255	+	2	20
15003	IV	13713180	13713206	26	G	5	255	+	IV	13713182	13713203	21UR-4776	255	+	2	3
15006	IV	13715643	13715673	30	A	4	255	+	IV	13715645	13715666	21UR-242	255	+	2	7
15008	IV	13717963	13718014	51	G	4	255	+	IV	13717965	13717986	21UR-7732	255	+	2	28
15025	IV	13727772	13727825	53	A	2	255	+	IV	13727774	13727795	21UR-1610	255	+	2	30
15030	IV	13728253	13728300	47	A	3	255	+	IV	13728255	13728276	21UR-5733	255	+	2	24
15032	IV	13744121	13744184	63	A	2	255	+	IV	13744123	13744144	21UR-5360	255	+	2	40
15033	IV	13744121	13744188	67	A	2	255	+	IV	13744123	13744144	21UR-5360	255	+	2	44
15034	IV	13744121	13744189	68	A	2	255	+	IV	13744123	13744144	21UR-5360	255	+	2	45
15035	IV	13744121	13744190	69	A	4	255	+	IV	13744123	13744144	21UR-5360	255	+	2	46
15047	IV	13748123	13748164	41	G	6	255	+	IV	13748125	13748146	21UR-574	255	+	2	18
15049	IV	13755266	13755289	23	A	4	255	+	IV	13755268	13755289	21UR-1850	255	+	2	0
15052	IV	13757754	13757808	54	A	5	255	+	IV	13757756	13757777	21UR-1129	255	+	2	31
15054	IV	13759236	13759288	52	A	1	255	+	IV	13759238	13759259	21UR-5244	255	+	2	29
15079	IV	13805551	13805596	45	A	8	255	+	IV	13805553	13805574	21UR-4912	255	+	2	22
15081	IV	13805551	13805597	46	A	4	255	+	IV	13805553	13805574	21UR-4912	255	+	2	23
15083	IV	13805551	13805598	47	A	12	255	+	IV	13805553	13805574	21UR-4912	255	+	2	24
15085	IV	13805551	13805604	53	A	7	255	+	IV	13805553	13805574	21UR-4912	255	+	2	30
15092	IV	13818024	13818048	24	A	4	255	+	IV	13818026	13818047	21UR-1949	255	+	2	1
15094	IV	13818024	13818049	25	A	5	255	+	IV	13818026	13818047	21UR-1949	255	+	2	2
15096	IV	13818024	13818053	29	A	17	255	+	IV	13818026	13818047	21UR-1949	255	+	2	6
15108	IV	13820366	13820418	52	A	2	255	+	IV	13820368	13820389	21UR-3377	255	+	2	29
15110	IV	13820589	13820624	35	G	16	255	+	IV	13820591	13820612	21UR-3006	255	+	2	12
15111	IV	13821655	13821703	48	A	4	255	+	IV	13821657	13821678	21UR-2729	255	+	2	25
15112	IV	13825477	13825508	31	A	6	255	+	IV	13825479	13825500	21UR-5874	255	+	2	8
15114	IV	13825477	13825514	37	A	2	255	+	IV	13825479	13825500	21UR-5874	255	+	2	14
15116	IV	13825477	13825531	54	A	12	255	+	IV	13825479	13825500	21UR-5874	255	+	2	31
15118	IV	13825477	13825544	67	A	1	255	+	IV	13825479	13825500	21UR-5874	255	+	2	44
15121	IV	13825770	13825820	50	A	4	255	+	IV	13825772	13825793	21UR-2307	255	+	2	27
15122	IV	13830695	13830727	32	A	4	255	+	IV	13830697	13830718	21UR-2220	255	+	2	9
15124	IV	13830695	13830747	52	A	2	255	+	IV	13830697	13830718	21UR-2220	255	+	2	29
15126	IV	13830695	13830749	54	A	2	255	+	IV	13830697	13830718	21UR-2220	255	+	2	31
15167	IV	13838456	13838492	36	A	4	255	+	IV	13838458	13838479	21UR-1433	255	+	2	13
15169	IV	13838456	13838498	42	A	2	255	+	IV	13838458	13838479	21UR-1433	255	+	2	19
15170	IV	13840061	13840099	38	A	6	255	+	IV	13840063	13840084	21UR-4538	255	+	2	15
15178	IV	13873151	13873169	18	A	3	255	+	IV	13873153	13873174	21UR-1417	255	+	2	-5
15197	IV	13886173	13886205	32	A	4	255	+	IV	13886175	13886196	21UR-3636	255	+	2	9
15208	IV	13898804	13898835	31	A	2	255	+	IV	13898806	13898827	21UR-890	255	+	2	8
15222	IV	13899306	13899357	51	A	4	255	+	IV	13899308	13899329	21UR-1852	255	+	2	28
15223	IV	13899306	13899359	53	A	3	255	+	IV	13899308	13899329	21UR-1852	255	+	2	30
15224	IV	13900971	13900996	25	A	3	255	+	IV	13900973	13900994	21UR-1719	255	+	2	2
15226	IV	13900971	13901005	34	A	4	255	+	IV	13900973	13900994	21UR-1719	255	+	2	11
15228	IV	13901119	13901172	53	A	3	255	+	IV	13901121	13901142	21UR-3274	255	+	2	30
15231	IV	13906385	13906416	31	A	6	255	+	IV	13906387	13906408	21UR-2944	255	+	2	8
15243	IV	13911553	13911575	22	G	1	255	+	IV	13911555	13911576	21UR-4180	255	+	2	-1
15245	IV	13912950	13912986	36	G	4	255	+	IV	13912952	13912973	21UR-2351	255	+	2	13
15247	IV	13912950	13913006	56	G	1	255	+	IV	13912952	13912973	21UR-2351	255	+	2	33
15265	IV	13941864	13941891	27	A	9	255	+	IV	13941866	13941887	21UR-4228	255	+	2	4
15267	IV	13941864	13941900	36	A	10	255	+	IV	13941866	13941887	21UR-4228	255	+	2	13
15273	IV	13950573	13950601	28	A	14	255	+	IV	13950575	13950596	21UR-447	255	+	2	5
15274	IV	13950573	13950603	30	A	5	255	+	IV	13950575	13950596	21UR-447	255	+	2	7
15276	IV	13952282	13952306	24	G	7	255	+	IV	13952284	13952305	21UR-2917	255	+	2	1
15278	IV	13954112	13954139	27	A	6	255	+	IV	13954114	13954135	21UR-5105	255	+	2	4
15282	IV	13954112	13954149	37	A	5	255	+	IV	13954114	13954135	21UR-5105	255	+	2	14
15286	IV	13954112	13954163	51	A	6	255	+	IV	13954114	13954135	21UR-5105	255	+	2	28
15292	IV	13954115	13954149	34	A	3	255	+	IV	13954117	13954138	21UR-1388	255	+	2	11
15293	IV	13954268	13954303	35	A	6	255	+	IV	13954270	13954291	21UR-2554	255	+	2	12
15297	IV	13955013	13955046	33	A	3	255	+	IV	13955015	13955036	21UR-5012	255	+	2	10
15328	IV	13989624	13989649	25	A	4	255	+	IV	13989626	13989647	21UR-1342	255	+	2	2
15330	IV	13989624	13989674	50	A	2	255	+	IV	13989626	13989647	21UR-1342	255	+	2	27
15332	IV	13991528	13991564	36	A	3	255	+	IV	13991530	13991551	21UR-637	255	+	2	13
15371	IV	13993790	13993820	30	A	2	255	+	IV	13993792	13993813	21UR-4882	255	+	2	7
15373	IV	13993790	13993824	34	A	1	255	+	IV	13993792	13993813	21UR-4882	255	+	2	11
15375	IV	13993790	13993825	35	A	4	255	+	IV	13993792	13993813	21UR-4882	255	+	2	12
15378	IV	13993793	13993820	27	G	2	255	+	IV	13993795	13993816	21UR-10543	255	+	2	4
15382	IV	14000230	14000284	54	G	3	255	+	IV	14000232	14000253	21UR-1182	255	+	2	31
15384	IV	14000995	14001020	25	A	9	255	+	IV	14000997	14001018	21UR-7301	255	+	2	2
15385	IV	14000995	14001027	32	A	3	255	+	IV	14000997	14001018	21UR-7301	255	+	2	9
15388	IV	14006789	14006847	58	A	5	255	+	IV	14006791	14006812	21UR-6824	255	+	2	35
15389	IV	14008038	14008089	51	A	9	255	+	IV	14008040	14008061	21UR-3431	255	+	2	28
15390	IV	14008881	14008908	27	A	7	255	+	IV	14008883	14008904	21UR-2949	255	+	2	4
15392	IV	14008881	14008910	29	A	8	255	+	IV	14008883	14008904	21UR-2949	255	+	2	6
15404	IV	14014891	14014919	28	A	3	255	+	IV	14014893	14014914	21UR-8258	255	+	2	5
15406	IV	14017672	14017702	30	A	6	255	+	IV	14017674	14017695	21UR-7150	255	+	2	7
15435	IV	14024903	14024922	19	A	7	255	+	IV	14024905	14024926	21UR-4789	255	+	2	-4
15441	IV	14026876	14026910	34	A	3	255	+	IV	14026878	14026899	21UR-1175	255	+	2	11
15470	IV	14035198	14035232	34	A	9	255	+	IV	14035200	14035221	21UR-2841	255	+	2	11
15481	IV	14047824	14047866	42	G	2	255	+	IV	14047826	14047847	21UR-15436	255	+	2	19
15491	IV	14052906	14052938	32	A	8	255	+	IV	14052908	14052929	21UR-787	255	+	2	9
15494	IV	14053267	14053294	27	G	7	255	+	IV	14053269	14053290	21UR-975	255	+	2	4
15495	IV	14053267	14053298	31	G	7	255	+	IV	14053269	14053290	21UR-975	255	+	2	8
15496	IV	14053267	14053315	48	G	21	255	+	IV	14053269	14053290	21UR-975	255	+	2	25
15497	IV	14053267	14053316	49	G	2	255	+	IV	14053269	14053290	21UR-975	255	+	2	26
15498	IV	14053267	14053318	51	G	3	255	+	IV	14053269	14053290	21UR-975	255	+	2	28
15499	IV	14053267	14053319	52	G	4	255	+	IV	14053269	14053290	21UR-975	255	+	2	29
15500	IV	14053267	14053320	53	G	84	255	+	IV	14053269	14053290	21UR-975	255	+	2	30
15501	IV	14053267	14053323	56	G	2	255	+	IV	14053269	14053290	21UR-975	255	+	2	33
15502	IV	14053267	14053324	57	G	4	255	+	IV	14053269	14053290	21UR-975	255	+	2	34
15563	IV	14131820	14131843	23	A	6	255	+	IV	14131822	14131843	21UR-1324	255	+	2	0
15564	IV	14139731	14139753	22	A	3	255	+	IV	14139733	14139754	21UR-5185	255	+	2	-1
15566	IV	14139731	14139783	52	A	5	255	+	IV	14139733	14139754	21UR-5185	255	+	2	29
15568	IV	14143203	14143252	49	A	4	255	+	IV	14143205	14143226	21UR-1960	255	+	2	26
15571	IV	14151061	14151110	49	A	14	255	+	IV	14151063	14151084	21UR-4396	255	+	2	26
15572	IV	14151061	14151111	50	A	13	255	+	IV	14151063	14151084	21UR-4396	255	+	2	27
15573	IV	14151061	14151112	51	A	13	255	+	IV	14151063	14151084	21UR-4396	255	+	2	28
15574	IV	14151061	14151113	52	A	10	255	+	IV	14151063	14151084	21UR-4396	255	+	2	29
15575	IV	14151061	14151114	53	A	5	255	+	IV	14151063	14151084	21UR-4396	255	+	2	30
15576	IV	14151061	14151115	54	A	10	255	+	IV	14151063	14151084	21UR-4396	255	+	2	31
15587	IV	14168977	14168999	22	G	3	255	+	IV	14168979	14169000	21UR-3014	255	+	2	-1
15593	IV	14176884	14176927	43	G	2	255	+	IV	14176886	14176907	21UR-3228	255	+	2	20
15596	IV	14179280	14179300	20	A	5	255	+	IV	14179282	14179303	21UR-4108	255	+	2	-3
15598	IV	14179280	14179301	21	A	13	255	+	IV	14179282	14179303	21UR-4108	255	+	2	-2
15600	IV	14179280	14179302	22	A	5	255	+	IV	14179282	14179303	21UR-4108	255	+	2	-1
15602	IV	14179280	14179328	48	A	11	255	+	IV	14179282	14179303	21UR-4108	255	+	2	25
15604	IV	14179280	14179329	49	A	1	255	+	IV	14179282	14179303	21UR-4108	255	+	2	26
15606	IV	14179280	14179336	56	A	1	255	+	IV	14179282	14179303	21UR-4108	255	+	2	33
15612	IV	14180733	14180785	52	A	2	255	+	IV	14180735	14180756	21UR-3775	255	+	2	29
15614	IV	14181353	14181372	19	A	2	255	+	IV	14181355	14181376	21UR-172	255	+	2	-4
15616	IV	14181353	14181381	28	A	3	255	+	IV	14181355	14181376	21UR-172	255	+	2	5
15618	IV	14181353	14181398	45	A	4	255	+	IV	14181355	14181376	21UR-172	255	+	2	22
15620	IV	14181353	14181404	51	A	2	255	+	IV	14181355	14181376	21UR-172	255	+	2	28
15622	IV	14181353	14181405	52	A	59	255	+	IV	14181355	14181376	21UR-172	255	+	2	29
15624	IV	14181353	14181406	53	A	12	255	+	IV	14181355	14181376	21UR-172	255	+	2	30
15626	IV	14181353	14181407	54	A	17	255	+	IV	14181355	14181376	21UR-172	255	+	2	31
15647	IV	14202052	14202089	37	G	3	255	+	IV	14202054	14202075	21UR-4662	255	+	2	14
15648	IV	14202052	14202105	53	G	2	255	+	IV	14202054	14202075	21UR-4662	255	+	2	30
15668	IV	14202376	14202404	28	A	36	255	+	IV	14202378	14202399	21UR-6845	255	+	2	5
15671	IV	14202376	14202405	29	A	64	255	+	IV	14202378	14202399	21UR-6845	255	+	2	6
15674	IV	14202376	14202406	30	A	6	255	+	IV	14202378	14202399	21UR-6845	255	+	2	7
15677	IV	14202376	14202413	37	A	7	255	+	IV	14202378	14202399	21UR-6845	255	+	2	14
15680	IV	14202376	14202414	38	A	12	255	+	IV	14202378	14202399	21UR-6845	255	+	2	15
15683	IV	14202376	14202425	49	A	10	255	+	IV	14202378	14202399	21UR-6845	255	+	2	26
15686	IV	14202376	14202429	53	A	3	255	+	IV	14202378	14202399	21UR-6845	255	+	2	30
15689	IV	14202376	14202431	55	A	1	255	+	IV	14202378	14202399	21UR-6845	255	+	2	32
15692	IV	14202376	14202432	56	A	3	255	+	IV	14202378	14202399	21UR-6845	255	+	2	33
15694	IV	14202377	14202395	18	A	3	255	+	IV	14202379	14202400	21UR-6019	255	+	2	-5
15697	IV	14202377	14202404	27	A	33	255	+	IV	14202379	14202400	21UR-6019	255	+	2	4
15700	IV	14202377	14202405	28	A	57	255	+	IV	14202379	14202400	21UR-6019	255	+	2	5
15703	IV	14202377	14202406	29	A	8	255	+	IV	14202379	14202400	21UR-6019	255	+	2	6
15706	IV	14202377	14202407	30	A	10	255	+	IV	14202379	14202400	21UR-6019	255	+	2	7
15709	IV	14202377	14202409	32	A	4	255	+	IV	14202379	14202400	21UR-6019	255	+	2	9
15712	IV	14202377	14202416	39	A	5	255	+	IV	14202379	14202400	21UR-6019	255	+	2	16
15715	IV	14202377	14202426	49	A	11	255	+	IV	14202379	14202400	21UR-6019	255	+	2	26
15718	IV	14202795	14202847	52	A	1	255	+	IV	14202797	14202818	21UR-5665	255	+	2	29
15719	IV	14202795	14202851	56	A	14	255	+	IV	14202797	14202818	21UR-5665	255	+	2	33
15720	IV	14202795	14202852	57	A	3	255	+	IV	14202797	14202818	21UR-5665	255	+	2	34
15733	IV	14220906	14220938	32	G	2	255	+	IV	14220908	14220929	21UR-2670	255	+	2	9
15736	IV	14223089	14223139	50	A	2	255	+	IV	14223091	14223112	21UR-5260	255	+	2	27
15740	IV	14223089	14223141	52	A	2	255	+	IV	14223091	14223112	21UR-5260	255	+	2	29
15742	IV	14223136	14223157	21	A	5	255	+	IV	14223138	14223159	21UR-15397	255	+	2	-2
15743	IV	14223136	14223174	38	A	4	255	+	IV	14223138	14223159	21UR-15397	255	+	2	15
15749	IV	14225556	14225580	24	A	9	255	+	IV	14225558	14225579	21UR-5535	255	+	2	1
15750	IV	14227010	14227036	26	A	2	255	+	IV	14227012	14227033	21UR-1466	255	+	2	3
15758	IV	14233846	14233899	53	A	4	255	+	IV	14233848	14233869	21UR-6094	255	+	2	30
15759	IV	14233846	14233906	60	A	5	255	+	IV	14233848	14233869	21UR-6094	255	+	2	37
15760	IV	14238384	14238402	18	A	13	255	+	IV	14238386	14238407	21UR-7753	255	+	2	-5
15762	IV	14238384	14238411	27	A	7	255	+	IV	14238386	14238407	21UR-7753	255	+	2	4
15764	IV	14238384	14238412	28	A	4	255	+	IV	14238386	14238407	21UR-7753	255	+	2	5
15766	IV	14238384	14238436	52	A	23	255	+	IV	14238386	14238407	21UR-7753	255	+	2	29
15769	IV	14239632	14239681	49	G	2	255	+	IV	14239634	14239655	21UR-1234	255	+	2	26
15774	IV	14241875	14241926	51	A	8	255	+	IV	14241877	14241898	21UR-1577	255	+	2	28
15776	IV	14241875	14241928	53	A	2	255	+	IV	14241877	14241898	21UR-1577	255	+	2	30
15780	IV	14242652	14242686	34	A	10	255	+	IV	14242654	14242675	21UR-3957	255	+	2	11
15788	IV	14249983	14250033	50	A	4	255	+	IV	14249985	14250006	21UR-1602	255	+	2	27
15793	IV	14259185	14259211	26	A	7	255	+	IV	14259187	14259208	21UR-3020	255	+	2	3
15795	IV	14265717	14265737	20	A	11	255	+	IV	14265719	14265740	21UR-102	255	+	2	-3
15798	IV	14266257	14266285	28	G	1	255	+	IV	14266259	14266280	21UR-15686	255	+	2	5
15801	IV	14266257	14266309	52	G	7	255	+	IV	14266259	14266280	21UR-15686	255	+	2	29
15803	IV	14267146	14267195	49	G	3	255	+	IV	14267148	14267169	21UR-7946	255	+	2	26
15805	IV	14267146	14267196	50	G	1	255	+	IV	14267148	14267169	21UR-7946	255	+	2	27
15815	IV	14269695	14269726	31	G	1	255	+	IV	14269697	14269718	21UR-1317	255	+	2	8
15817	IV	14269695	14269744	49	G	17	255	+	IV	14269697	14269718	21UR-1317	255	+	2	26
15819	IV	14269695	14269745	50	G	10	255	+	IV	14269697	14269718	21UR-1317	255	+	2	27
15837	IV	14280815	14280846	31	A	3	255	+	IV	14280817	14280838	21UR-2496	255	+	2	8
15839	IV	14280815	14280869	54	A	1	255	+	IV	14280817	14280838	21UR-2496	255	+	2	31
15841	IV	14280815	14280870	55	A	4	255	+	IV	14280817	14280838	21UR-2496	255	+	2	32
15844	IV	14284596	14284649	53	A	1	255	+	IV	14284598	14284619	21UR-391	255	+	2	30
15854	IV	14288224	14288266	42	A	2	255	+	IV	14288226	14288247	21UR-4477	255	+	2	19
15861	IV	14294282	14294318	36	G	6	255	+	IV	14294284	14294305	21UR-2819	255	+	2	13
15866	IV	14301786	14301806	20	A	12	255	+	IV	14301788	14301809	21UR-3730	255	+	2	-3
15867	IV	14301786	14301811	25	A	6	255	+	IV	14301788	14301809	21UR-3730	255	+	2	2
15868	IV	14301786	14301812	26	A	7	255	+	IV	14301788	14301809	21UR-3730	255	+	2	3
15869	IV	14301786	14301821	35	A	5	255	+	IV	14301788	14301809	21UR-3730	255	+	2	12
15870	IV	14301786	14301835	49	A	1	255	+	IV	14301788	14301809	21UR-3730	255	+	2	26
15871	IV	14301786	14301837	51	A	6	255	+	IV	14301788	14301809	21UR-3730	255	+	2	28
15906	IV	14315330	14315355	25	A	5	255	+	IV	14315332	14315353	21UR-2823	255	+	2	2
15908	IV	14315939	14315983	44	A	4	255	+	IV	14315941	14315962	21UR-4643	255	+	2	21
15910	IV	14321132	14321150	18	A	7	255	+	IV	14321134	14321155	21UR-1611	255	+	2	-5
15913	IV	14321132	14321151	19	A	22	255	+	IV	14321134	14321155	21UR-1611	255	+	2	-4
15916	IV	14321132	14321153	21	A	3	255	+	IV	14321134	14321155	21UR-1611	255	+	2	-2
15919	IV	14321132	14321154	22	A	8	255	+	IV	14321134	14321155	21UR-1611	255	+	2	-1
15922	IV	14321132	14321155	23	A	7	255	+	IV	14321134	14321155	21UR-1611	255	+	2	0
15925	IV	14321132	14321158	26	A	5	255	+	IV	14321134	14321155	21UR-1611	255	+	2	3
15928	IV	14321132	14321159	27	A	7	255	+	IV	14321134	14321155	21UR-1611	255	+	2	4
15931	IV	14321132	14321161	29	A	3	255	+	IV	14321134	14321155	21UR-1611	255	+	2	6
15934	IV	14321132	14321162	30	A	2	255	+	IV	14321134	14321155	21UR-1611	255	+	2	7
15957	IV	14343117	14343141	24	A	4	255	+	IV	14343119	14343140	21UR-1326	255	+	2	1
15958	IV	14344295	14344345	50	G	9	255	+	IV	14344297	14344318	21UR-1377	255	+	2	27
15960	IV	14344831	14344858	27	A	6	255	+	IV	14344833	14344854	21UR-5497	255	+	2	4
15961	IV	14350838	14350889	51	A	1	255	+	IV	14350840	14350861	21UR-2926	255	+	2	28
15964	IV	14354729	14354762	33	A	7	255	+	IV	14354731	14354752	21UR-9222	255	+	2	10
15979	IV	14368455	14368479	24	A	3	255	+	IV	14368457	14368478	21UR-6538	255	+	2	1
15982	IV	14368456	14368495	39	A	5	255	+	IV	14368458	14368479	21UR-4831	255	+	2	16
15986	IV	14372441	14372466	25	A	6	255	+	IV	14372443	14372464	21UR-11187	255	+	2	2
15989	IV	14372441	14372467	26	A	4	255	+	IV	14372443	14372464	21UR-11187	255	+	2	3
15990	IV	14372444	14372467	23	A	19	255	+	IV	14372446	14372467	21UR-4138	255	+	2	0
16001	IV	14378340	14378370	30	G	1	255	+	IV	14378342	14378363	21UR-859	255	+	2	7
16002	IV	14379329	14379374	45	A	4	255	+	IV	14379331	14379352	21UR-7476	255	+	2	22
16003	IV	14381735	14381797	62	A	1	255	+	IV	14381737	14381758	21UR-175	255	+	2	39
16009	IV	14382627	14382649	22	A	2	255	+	IV	14382629	14382650	21UR-581	255	+	2	-1
16011	IV	14382627	14382650	23	A	5	255	+	IV	14382629	14382650	21UR-581	255	+	2	0
16013	IV	14382627	14382654	27	A	4	255	+	IV	14382629	14382650	21UR-581	255	+	2	4
16015	IV	14382627	14382679	52	A	3	255	+	IV	14382629	14382650	21UR-581	255	+	2	29
16023	IV	14390122	14390148	26	A	2	255	+	IV	14390124	14390145	21UR-5725	255	+	2	3
16025	IV	14391420	14391475	55	A	6	255	+	IV	14391422	14391443	21UR-2063	255	+	2	32
16030	IV	14393936	14393975	39	A	4	255	+	IV	14393938	14393959	21UR-2173	255	+	2	16
16032	IV	14393936	14393989	53	A	30	255	+	IV	14393938	14393959	21UR-2173	255	+	2	30
16033	IV	14393939	14393983	44	A	2	255	+	IV	14393941	14393962	21UR-4783	255	+	2	21
16039	IV	14401106	14401158	52	G	13	255	+	IV	14401108	14401129	21UR-2479	255	+	2	29
16041	IV	14401106	14401159	53	G	10	255	+	IV	14401108	14401129	21UR-2479	255	+	2	30
16044	IV	14401109	14401157	48	A	1	255	+	IV	14401111	14401132	21UR-6038	255	+	2	25
16046	IV	14401109	14401158	49	A	4	255	+	IV	14401111	14401132	21UR-6038	255	+	2	26
16049	IV	14403683	14403724	41	A	5	255	+	IV	14403685	14403706	21UR-9	255	+	2	18
16051	IV	14403683	14403735	52	A	1	255	+	IV	14403685	14403706	21UR-9	255	+	2	29
16062	IV	14412198	14412226	28	A	4	255	+	IV	14412200	14412221	21UR-3236	255	+	2	5
16064	IV	14412198	14412229	31	A	4	255	+	IV	14412200	14412221	21UR-3236	255	+	2	8
16076	IV	14432123	14432146	23	A	3	255	+	IV	14432125	14432146	21UR-709	255	+	2	0
16081	IV	14433439	14433483	44	A	4	255	+	IV	14433441	14433462	21UR-10607	255	+	2	21
16084	IV	14433963	14434003	40	A	6	255	+	IV	14433965	14433986	21UR-9842	255	+	2	17
16094	IV	14438426	14438460	34	A	7	255	+	IV	14438428	14438449	21UR-10214	255	+	2	11
16095	IV	14438426	14438469	43	A	3	255	+	IV	14438428	14438449	21UR-10214	255	+	2	20
16096	IV	14440796	14440848	52	G	2	255	+	IV	14440798	14440819	21UR-852	255	+	2	29
16104	IV	14450833	14450879	46	A	3	255	+	IV	14450835	14450856	21UR-4786	255	+	2	23
16105	IV	14450833	14450883	50	A	25	255	+	IV	14450835	14450856	21UR-4786	255	+	2	27
16106	IV	14450833	14450884	51	A	41	255	+	IV	14450835	14450856	21UR-4786	255	+	2	28
16107	IV	14450833	14450885	52	A	35	255	+	IV	14450835	14450856	21UR-4786	255	+	2	29
16108	IV	14450833	14450886	53	A	9	255	+	IV	14450835	14450856	21UR-4786	255	+	2	30
16109	IV	14450833	14450887	54	A	10	255	+	IV	14450835	14450856	21UR-4786	255	+	2	31
16110	IV	14450833	14450891	58	A	1	255	+	IV	14450835	14450856	21UR-4786	255	+	2	35
16111	IV	14450833	14450892	59	A	1	255	+	IV	14450835	14450856	21UR-4786	255	+	2	36
16112	IV	14455520	14455567	47	A	1	255	+	IV	14455522	14455543	21UR-10180	255	+	2	24
