V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	plus_d	minus_d
31707	II	5912548	5912589	41	A	4	255	+	II	5912550	5912571	21UR-12205	255	+	2	18
31708	II	5912548	5912596	48	A	2	255	+	II	5912550	5912571	21UR-12205	255	+	2	25
31709	II	5912548	5912597	49	A	2	255	+	II	5912550	5912571	21UR-12205	255	+	2	26
31710	II	5912548	5912598	50	A	5	255	+	II	5912550	5912571	21UR-12205	255	+	2	27
31711	II	5912548	5912612	64	A	7	255	+	II	5912550	5912571	21UR-12205	255	+	2	41
31712	II	5912548	5912615	67	A	1	255	+	II	5912550	5912571	21UR-12205	255	+	2	44
31713	II	5912548	5912618	70	A	5	255	+	II	5912550	5912571	21UR-12205	255	+	2	47
31714	II	5912548	5912623	75	A	1	255	+	II	5912550	5912571	21UR-12205	255	+	2	52
34369	II	7805922	7805946	24	A	1	255	+	II	7805924	7805945	21UR-12243	255	+	2	1
37088	III	10807479	10807497	18	A	2	255	+	III	10807481	10807502	21UR-9572	255	+	2	-5
37090	III	10807479	10807498	19	A	6	255	+	III	10807481	10807502	21UR-9572	255	+	2	-4
37092	III	10807479	10807499	20	A	25	255	+	III	10807481	10807502	21UR-9572	255	+	2	-3
37094	III	10807479	10807500	21	A	5	255	+	III	10807481	10807502	21UR-9572	255	+	2	-2
37096	III	10807479	10807501	22	A	6	255	+	III	10807481	10807502	21UR-9572	255	+	2	-1
37098	III	10807479	10807502	23	A	2	255	+	III	10807481	10807502	21UR-9572	255	+	2	0
37100	III	10807479	10807503	24	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	1
37102	III	10807479	10807504	25	A	7	255	+	III	10807481	10807502	21UR-9572	255	+	2	2
37104	III	10807479	10807505	26	A	5	255	+	III	10807481	10807502	21UR-9572	255	+	2	3
37106	III	10807479	10807508	29	A	2	255	+	III	10807481	10807502	21UR-9572	255	+	2	6
37108	III	10807479	10807509	30	A	92	255	+	III	10807481	10807502	21UR-9572	255	+	2	7
37110	III	10807479	10807510	31	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	8
37112	III	10807479	10807512	33	A	7	255	+	III	10807481	10807502	21UR-9572	255	+	2	10
37114	III	10807479	10807519	40	A	10	255	+	III	10807481	10807502	21UR-9572	255	+	2	17
37116	III	10807479	10807520	41	A	3	255	+	III	10807481	10807502	21UR-9572	255	+	2	18
37118	III	10807479	10807521	42	A	2	255	+	III	10807481	10807502	21UR-9572	255	+	2	19
37120	III	10807479	10807522	43	A	2	255	+	III	10807481	10807502	21UR-9572	255	+	2	20
37122	III	10807479	10807523	44	A	8	255	+	III	10807481	10807502	21UR-9572	255	+	2	21
37124	III	10807479	10807524	45	A	4	255	+	III	10807481	10807502	21UR-9572	255	+	2	22
48442	III	7190022	7190051	29	A	2	255	+	III	7190024	7190045	21UR-7304	255	+	2	6
48445	III	7190022	7190058	36	A	3	255	+	III	7190024	7190045	21UR-7304	255	+	2	13
48448	III	7190022	7190061	39	A	4	255	+	III	7190024	7190045	21UR-7304	255	+	2	16
48451	III	7190022	7190066	44	A	1	255	+	III	7190024	7190045	21UR-7304	255	+	2	21
48454	III	7190022	7190068	46	A	1	255	+	III	7190024	7190045	21UR-7304	255	+	2	23
54273	IV	11276751	11276806	55	A	1	255	+	IV	11276753	11276774	21UR-10898	255	+	2	32
56082	IV	12121385	12121441	56	A	4	255	+	IV	12121387	12121408	21UR-12373	255	+	2	33
56517	IV	12386893	12386921	28	A	1	255	+	IV	12386895	12386916	21UR-11652	255	+	2	5
56521	IV	12386897	12386922	25	A	1	255	+	IV	12386899	12386920	21UR-6613	255	+	2	2
58119	IV	13362165	13362198	33	A	1	255	+	IV	13362167	13362188	21UR-8623	255	+	2	10
58231	IV	13600846	13600871	25	G	15	255	+	IV	13600848	13600869	21UR-3338	255	+	2	2
58233	IV	13600846	13600872	26	G	4	255	+	IV	13600848	13600869	21UR-3338	255	+	2	3
58235	IV	13600846	13600874	28	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	5
58237	IV	13600846	13600905	59	G	2	255	+	IV	13600848	13600869	21UR-3338	255	+	2	36
58239	IV	13600846	13600908	62	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	39
58241	IV	13600846	13600912	66	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	43
58243	IV	13600846	13600913	67	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	44
58245	IV	13600846	13600914	68	G	6	255	+	IV	13600848	13600869	21UR-3338	255	+	2	45
58247	IV	13600846	13600916	70	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	47
58249	IV	13600846	13600917	71	G	4	255	+	IV	13600848	13600869	21UR-3338	255	+	2	48
58251	IV	13600846	13600918	72	G	3	255	+	IV	13600848	13600869	21UR-3338	255	+	2	49
58254	IV	13600849	13600869	20	A	8	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-3
58256	IV	13600849	13600870	21	A	19	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-2
58258	IV	13600849	13600871	22	A	196	255	+	IV	13600851	13600872	21UR-2046	255	+	2	-1
58260	IV	13600849	13600872	23	A	9	255	+	IV	13600851	13600872	21UR-2046	255	+	2	0
58262	IV	13600849	13600873	24	A	5	255	+	IV	13600851	13600872	21UR-2046	255	+	2	1
58264	IV	13600849	13600874	25	A	4	255	+	IV	13600851	13600872	21UR-2046	255	+	2	2
58266	IV	13600849	13600875	26	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	3
58268	IV	13600849	13600876	27	A	13	255	+	IV	13600851	13600872	21UR-2046	255	+	2	4
58270	IV	13600849	13600877	28	A	8	255	+	IV	13600851	13600872	21UR-2046	255	+	2	5
58272	IV	13600849	13600881	32	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	9
58274	IV	13600849	13600882	33	A	6	255	+	IV	13600851	13600872	21UR-2046	255	+	2	10
58276	IV	13600849	13600883	34	A	1	255	+	IV	13600851	13600872	21UR-2046	255	+	2	11
58278	IV	13600849	13600886	37	A	4	255	+	IV	13600851	13600872	21UR-2046	255	+	2	14
58280	IV	13600849	13600908	59	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	36
58282	IV	13600849	13600913	64	A	3	255	+	IV	13600851	13600872	21UR-2046	255	+	2	41
58284	IV	13600849	13600914	65	A	5	255	+	IV	13600851	13600872	21UR-2046	255	+	2	42
58286	IV	13600849	13600917	68	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	45
58288	IV	13600849	13600918	69	A	2	255	+	IV	13600851	13600872	21UR-2046	255	+	2	46
58290	IV	13600849	13600919	70	A	6	255	+	IV	13600851	13600872	21UR-2046	255	+	2	47
58292	IV	13600849	13600920	71	A	9	255	+	IV	13600851	13600872	21UR-2046	255	+	2	48
58336	IV	13601636	13601655	19	A	6	255	+	IV	13601638	13601659	21UR-3398	255	+	2	-4
58337	IV	13601636	13601656	20	A	3	255	+	IV	13601638	13601659	21UR-3398	255	+	2	-3
58338	IV	13601636	13601664	28	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	5
58339	IV	13601636	13601665	29	A	5	255	+	IV	13601638	13601659	21UR-3398	255	+	2	6
58340	IV	13601636	13601670	34	A	10	255	+	IV	13601638	13601659	21UR-3398	255	+	2	11
58341	IV	13601636	13601671	35	A	358	255	+	IV	13601638	13601659	21UR-3398	255	+	2	12
58342	IV	13601636	13601674	38	A	11	255	+	IV	13601638	13601659	21UR-3398	255	+	2	15
58343	IV	13601636	13601675	39	A	23	255	+	IV	13601638	13601659	21UR-3398	255	+	2	16
58344	IV	13601636	13601676	40	A	6	255	+	IV	13601638	13601659	21UR-3398	255	+	2	17
58345	IV	13601636	13601678	42	A	4	255	+	IV	13601638	13601659	21UR-3398	255	+	2	19
58346	IV	13601636	13601679	43	A	3	255	+	IV	13601638	13601659	21UR-3398	255	+	2	20
58347	IV	13601636	13601680	44	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	21
58348	IV	13601636	13601681	45	A	5	255	+	IV	13601638	13601659	21UR-3398	255	+	2	22
58349	IV	13601636	13601682	46	A	60	255	+	IV	13601638	13601659	21UR-3398	255	+	2	23
58350	IV	13601636	13601683	47	A	50	255	+	IV	13601638	13601659	21UR-3398	255	+	2	24
58351	IV	13601636	13601693	57	A	5	255	+	IV	13601638	13601659	21UR-3398	255	+	2	34
58352	IV	13601636	13601694	58	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	35
58353	IV	13601636	13601696	60	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	37
58354	IV	13601636	13601703	67	A	6	255	+	IV	13601638	13601659	21UR-3398	255	+	2	44
58355	IV	13601636	13601705	69	A	2	255	+	IV	13601638	13601659	21UR-3398	255	+	2	46
58356	IV	13601636	13601711	75	A	1	255	+	IV	13601638	13601659	21UR-3398	255	+	2	52
58476	IV	13603180	13603210	30	G	2	255	+	IV	13603182	13603203	21UR-13599	255	+	2	7
58479	IV	13604752	13604773	21	G	4	255	+	IV	13604754	13604775	21UR-9244	255	+	2	-2
58486	IV	13608797	13608847	50	G	2	255	+	IV	13608799	13608820	21UR-4428	255	+	2	27
58494	IV	13615035	13615062	27	A	1	255	+	IV	13615037	13615058	21UR-6301	255	+	2	4
58495	IV	13615035	13615063	28	A	1	255	+	IV	13615037	13615058	21UR-6301	255	+	2	5
58503	IV	13616714	13616749	35	A	2	255	+	IV	13616716	13616737	21UR-10266	255	+	2	12
58505	IV	13624675	13624705	30	A	2	255	+	IV	13624677	13624698	21UR-8414	255	+	2	7
58509	IV	13624878	13624905	27	A	4	255	+	IV	13624880	13624901	21UR-2411	255	+	2	4
58510	IV	13624878	13624906	28	A	1	255	+	IV	13624880	13624901	21UR-2411	255	+	2	5
58663	IV	13641480	13641503	23	A	1	255	+	IV	13641482	13641503	21UR-2130	255	+	2	0
58675	IV	13651751	13651778	27	A	9	255	+	IV	13651753	13651774	21UR-5486	255	+	2	4
58678	IV	13651751	13651781	30	A	3	255	+	IV	13651753	13651774	21UR-5486	255	+	2	7
58681	IV	13651751	13651790	39	A	8	255	+	IV	13651753	13651774	21UR-5486	255	+	2	16
58684	IV	13651751	13651792	41	A	4	255	+	IV	13651753	13651774	21UR-5486	255	+	2	18
58687	IV	13651751	13651793	42	A	4	255	+	IV	13651753	13651774	21UR-5486	255	+	2	19
58690	IV	13651751	13651797	46	A	34	255	+	IV	13651753	13651774	21UR-5486	255	+	2	23
58693	IV	13651751	13651807	56	A	5	255	+	IV	13651753	13651774	21UR-5486	255	+	2	33
58695	IV	13651754	13651774	20	A	3	255	+	IV	13651756	13651777	21UR-8546	255	+	2	-3
58702	IV	13660635	13660664	29	A	2	255	+	IV	13660637	13660658	21UR-10169	255	+	2	6
58744	IV	13674709	13674742	33	A	2	255	+	IV	13674711	13674732	21UR-9024	255	+	2	10
58746	IV	13676025	13676049	24	A	2	255	+	IV	13676027	13676048	21UR-3315	255	+	2	1
58766	IV	13679968	13679994	26	A	1	255	+	IV	13679970	13679991	21UR-3610	255	+	2	3
58773	IV	13682257	13682306	49	G	4	255	+	IV	13682259	13682280	21UR-5388	255	+	2	26
58790	IV	13689778	13689825	47	A	2	255	+	IV	13689780	13689801	21UR-5024	255	+	2	24
58798	IV	13691041	13691061	20	A	1	255	+	IV	13691043	13691064	21UR-1753	255	+	2	-3
58801	IV	13691044	13691068	24	A	1	255	+	IV	13691046	13691067	21UR-11154	255	+	2	1
58806	IV	13691585	13691639	54	A	2	255	+	IV	13691587	13691608	21UR-661	255	+	2	31
58809	IV	13692197	13692217	20	A	2	255	+	IV	13692199	13692220	21UR-4101	255	+	2	-3
58811	IV	13692197	13692221	24	A	3	255	+	IV	13692199	13692220	21UR-4101	255	+	2	1
58813	IV	13692197	13692227	30	A	1	255	+	IV	13692199	13692220	21UR-4101	255	+	2	7
58818	IV	13693085	13693110	25	A	1	255	+	IV	13693087	13693108	21UR-509	255	+	2	2
58819	IV	13693085	13693113	28	A	4	255	+	IV	13693087	13693108	21UR-509	255	+	2	5
58820	IV	13693085	13693114	29	A	3	255	+	IV	13693087	13693108	21UR-509	255	+	2	6
58821	IV	13693085	13693115	30	A	4	255	+	IV	13693087	13693108	21UR-509	255	+	2	7
58822	IV	13693085	13693116	31	A	7	255	+	IV	13693087	13693108	21UR-509	255	+	2	8
58824	IV	13693907	13693942	35	A	1	255	+	IV	13693909	13693930	21UR-7692	255	+	2	12
58826	IV	13697149	13697196	47	A	2	255	+	IV	13697151	13697172	21UR-5222	255	+	2	24
58828	IV	13697149	13697199	50	A	4	255	+	IV	13697151	13697172	21UR-5222	255	+	2	27
58832	IV	13698471	13698499	28	A	1	255	+	IV	13698473	13698494	21UR-4313	255	+	2	5
58834	IV	13698471	13698501	30	A	2	255	+	IV	13698473	13698494	21UR-4313	255	+	2	7
58986	IV	13707546	13707567	21	A	1	255	+	IV	13707548	13707569	21UR-5826	255	+	2	-2
58989	IV	13707546	13707568	22	A	6	255	+	IV	13707548	13707569	21UR-5826	255	+	2	-1
58992	IV	13707546	13707570	24	A	2	255	+	IV	13707548	13707569	21UR-5826	255	+	2	1
58995	IV	13707546	13707574	28	A	5	255	+	IV	13707548	13707569	21UR-5826	255	+	2	5
58998	IV	13707546	13707576	30	A	2	255	+	IV	13707548	13707569	21UR-5826	255	+	2	7
59001	IV	13707546	13707577	31	A	2	255	+	IV	13707548	13707569	21UR-5826	255	+	2	8
59004	IV	13707546	13707579	33	A	6	255	+	IV	13707548	13707569	21UR-5826	255	+	2	10
59007	IV	13707546	13707582	36	A	3	255	+	IV	13707548	13707569	21UR-5826	255	+	2	13
59010	IV	13707546	13707584	38	A	4	255	+	IV	13707548	13707569	21UR-5826	255	+	2	15
59013	IV	13707546	13707586	40	A	2	255	+	IV	13707548	13707569	21UR-5826	255	+	2	17
59016	IV	13707546	13707589	43	A	3	255	+	IV	13707548	13707569	21UR-5826	255	+	2	20
59019	IV	13707546	13707595	49	A	4	255	+	IV	13707548	13707569	21UR-5826	255	+	2	26
59026	IV	13707550	13707568	18	T	1	255	+	IV	13707552	13707573	21UR-13928	255	+	2	-5
59045	IV	13711410	13711435	25	A	1	255	+	IV	13711412	13711433	21UR-1786	255	+	2	2
59048	IV	13711636	13711688	52	A	1	255	+	IV	13711638	13711659	21UR-457	255	+	2	29
59050	IV	13711930	13711958	28	G	6	255	+	IV	13711932	13711953	21UR-5510	255	+	2	5
59051	IV	13711930	13711960	30	G	5	255	+	IV	13711932	13711953	21UR-5510	255	+	2	7
59052	IV	13712621	13712666	45	A	1	255	+	IV	13712623	13712644	21UR-2756	255	+	2	22
59088	IV	13713177	13713209	32	A	1	255	+	IV	13713179	13713200	21UR-1776	255	+	2	9
59089	IV	13713180	13713208	28	G	8	255	+	IV	13713182	13713203	21UR-4776	255	+	2	5
59091	IV	13713180	13713210	30	G	1	255	+	IV	13713182	13713203	21UR-4776	255	+	2	7
59110	IV	13717963	13717990	27	G	2	255	+	IV	13717965	13717986	21UR-7732	255	+	2	4
59111	IV	13717963	13717992	29	G	5	255	+	IV	13717965	13717986	21UR-7732	255	+	2	6
59112	IV	13717963	13717996	33	G	4	255	+	IV	13717965	13717986	21UR-7732	255	+	2	10
59113	IV	13717963	13717997	34	G	1	255	+	IV	13717965	13717986	21UR-7732	255	+	2	11
59114	IV	13717963	13717999	36	G	2	255	+	IV	13717965	13717986	21UR-7732	255	+	2	13
59115	IV	13717963	13718001	38	G	1	255	+	IV	13717965	13717986	21UR-7732	255	+	2	15
59116	IV	13717963	13718018	55	G	3	255	+	IV	13717965	13717986	21UR-7732	255	+	2	32
59124	IV	13721892	13721911	19	A	2	255	+	IV	13721894	13721915	21UR-568	255	+	2	-4
59222	IV	13728253	13728273	20	A	3	255	+	IV	13728255	13728276	21UR-5733	255	+	2	-3
59224	IV	13728253	13728274	21	A	2	255	+	IV	13728255	13728276	21UR-5733	255	+	2	-2
59226	IV	13728253	13728283	30	A	1	255	+	IV	13728255	13728276	21UR-5733	255	+	2	7
59228	IV	13728253	13728293	40	A	1	255	+	IV	13728255	13728276	21UR-5733	255	+	2	17
59230	IV	13728253	13728300	47	A	2	255	+	IV	13728255	13728276	21UR-5733	255	+	2	24
59233	IV	13730617	13730638	21	G	1	255	+	IV	13730619	13730640	21UR-2894	255	+	2	-2
59236	IV	13731006	13731026	20	A	2	255	+	IV	13731008	13731029	21UR-8049	255	+	2	-3
59238	IV	13731160	13731178	18	G	2	255	+	IV	13731162	13731183	21UR-9104	255	+	2	-5
59240	IV	13731160	13731182	22	G	3	255	+	IV	13731162	13731183	21UR-9104	255	+	2	-1
59241	IV	13733178	13733233	55	A	1	255	+	IV	13733180	13733201	21UR-280	255	+	2	32
59249	IV	13744121	13744143	22	A	1	255	+	IV	13744123	13744144	21UR-5360	255	+	2	-1
59250	IV	13744121	13744146	25	A	1	255	+	IV	13744123	13744144	21UR-5360	255	+	2	2
59251	IV	13744121	13744173	52	A	1	255	+	IV	13744123	13744144	21UR-5360	255	+	2	29
59252	IV	13744121	13744188	67	A	1	255	+	IV	13744123	13744144	21UR-5360	255	+	2	44
59257	IV	13747082	13747116	34	A	1	255	+	IV	13747084	13747105	21UR-1288	255	+	2	11
59278	IV	13748123	13748148	25	G	2	255	+	IV	13748125	13748146	21UR-574	255	+	2	2
59280	IV	13748123	13748152	29	G	3	255	+	IV	13748125	13748146	21UR-574	255	+	2	6
59282	IV	13748123	13748154	31	G	2	255	+	IV	13748125	13748146	21UR-574	255	+	2	8
59284	IV	13748123	13748155	32	G	1	255	+	IV	13748125	13748146	21UR-574	255	+	2	9
59291	IV	13748789	13748814	25	A	1	255	+	IV	13748791	13748812	21UR-7438	255	+	2	2
59307	IV	13755266	13755284	18	A	1	255	+	IV	13755268	13755289	21UR-1850	255	+	2	-5
59308	IV	13755266	13755287	21	A	9	255	+	IV	13755268	13755289	21UR-1850	255	+	2	-2
59309	IV	13755266	13755288	22	A	13	255	+	IV	13755268	13755289	21UR-1850	255	+	2	-1
59310	IV	13755266	13755289	23	A	17	255	+	IV	13755268	13755289	21UR-1850	255	+	2	0
59314	IV	13755541	13755572	31	A	1	255	+	IV	13755543	13755564	21UR-6271	255	+	2	8
59321	IV	13757754	13757777	23	A	12	255	+	IV	13757756	13757777	21UR-1129	255	+	2	0
59324	IV	13757754	13757782	28	A	1	255	+	IV	13757756	13757777	21UR-1129	255	+	2	5
59360	IV	13760015	13760036	21	A	1	255	+	IV	13760017	13760038	21UR-3394	255	+	2	-2
59362	IV	13760015	13760040	25	A	7	255	+	IV	13760017	13760038	21UR-3394	255	+	2	2
59364	IV	13760015	13760042	27	A	12	255	+	IV	13760017	13760038	21UR-3394	255	+	2	4
59366	IV	13760015	13760050	35	A	6	255	+	IV	13760017	13760038	21UR-3394	255	+	2	12
59375	IV	13761156	13761197	41	A	2	255	+	IV	13761158	13761179	21UR-236	255	+	2	18
59378	IV	13761156	13761202	46	A	1	255	+	IV	13761158	13761179	21UR-236	255	+	2	23
59391	IV	13762052	13762085	33	A	1	255	+	IV	13762054	13762075	21UR-6972	255	+	2	10
59412	IV	13767959	13767982	23	A	1	255	+	IV	13767961	13767982	21UR-742	255	+	2	0
59414	IV	13768610	13768636	26	A	1	255	+	IV	13768612	13768633	21UR-5145	255	+	2	3
59416	IV	13768610	13768637	27	A	1	255	+	IV	13768612	13768633	21UR-5145	255	+	2	4
59417	IV	13771465	13771490	25	A	1	255	+	IV	13771467	13771488	21UR-6776	255	+	2	2
59418	IV	13771465	13771497	32	A	3	255	+	IV	13771467	13771488	21UR-6776	255	+	2	9
59419	IV	13771465	13771498	33	A	5	255	+	IV	13771467	13771488	21UR-6776	255	+	2	10
59420	IV	13771465	13771499	34	A	1	255	+	IV	13771467	13771488	21UR-6776	255	+	2	11
59473	IV	13800619	13800642	23	G	2	255	+	IV	13800621	13800642	21UR-12585	255	+	2	0
59474	IV	13800619	13800645	26	G	2	255	+	IV	13800621	13800642	21UR-12585	255	+	2	3
59475	IV	13800619	13800673	54	G	1	255	+	IV	13800621	13800642	21UR-12585	255	+	2	31
59511	IV	13805551	13805577	26	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	3
59513	IV	13805551	13805578	27	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	4
59515	IV	13805551	13805588	37	A	3	255	+	IV	13805553	13805574	21UR-4912	255	+	2	14
59517	IV	13805551	13805589	38	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	15
59519	IV	13805551	13805596	45	A	6	255	+	IV	13805553	13805574	21UR-4912	255	+	2	22
59521	IV	13805551	13805597	46	A	8	255	+	IV	13805553	13805574	21UR-4912	255	+	2	23
59523	IV	13805551	13805598	47	A	4	255	+	IV	13805553	13805574	21UR-4912	255	+	2	24
59525	IV	13805551	13805602	51	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	28
59527	IV	13805551	13805603	52	A	1	255	+	IV	13805553	13805574	21UR-4912	255	+	2	29
59533	IV	13805963	13806002	39	G	3	255	+	IV	13805965	13805986	21UR-3235	255	+	2	16
59548	IV	13809766	13809802	36	A	2	255	+	IV	13809768	13809789	21UR-2242	255	+	2	13
59549	IV	13809766	13809811	45	A	1	255	+	IV	13809768	13809789	21UR-2242	255	+	2	22
59550	IV	13809766	13809818	52	A	1	255	+	IV	13809768	13809789	21UR-2242	255	+	2	29
59556	IV	13812521	13812547	26	A	2	255	+	IV	13812523	13812544	21UR-3357	255	+	2	3
59563	IV	13818020	13818050	30	A	1	255	+	IV	13818022	13818043	21UR-4292	255	+	2	7
59565	IV	13818020	13818053	33	A	4	255	+	IV	13818022	13818043	21UR-4292	255	+	2	10
59567	IV	13818020	13818063	43	A	2	255	+	IV	13818022	13818043	21UR-4292	255	+	2	20
59568	IV	13818024	13818044	20	A	5	255	+	IV	13818026	13818047	21UR-1949	255	+	2	-3
59570	IV	13818024	13818047	23	A	2	255	+	IV	13818026	13818047	21UR-1949	255	+	2	0
59572	IV	13818024	13818049	25	A	8	255	+	IV	13818026	13818047	21UR-1949	255	+	2	2
59574	IV	13818024	13818050	26	A	12	255	+	IV	13818026	13818047	21UR-1949	255	+	2	3
59576	IV	13818024	13818051	27	A	1	255	+	IV	13818026	13818047	21UR-1949	255	+	2	4
59578	IV	13818024	13818052	28	A	8	255	+	IV	13818026	13818047	21UR-1949	255	+	2	5
59580	IV	13818024	13818053	29	A	14	255	+	IV	13818026	13818047	21UR-1949	255	+	2	6
59582	IV	13818024	13818054	30	A	2	255	+	IV	13818026	13818047	21UR-1949	255	+	2	7
59592	IV	13818365	13818412	47	A	4	255	+	IV	13818367	13818388	21UR-1608	255	+	2	24
59595	IV	13819063	13819088	25	A	1	255	+	IV	13819065	13819086	21UR-4680	255	+	2	2
59648	IV	13819964	13819989	25	G	1	255	+	IV	13819966	13819987	21UR-6501	255	+	2	2
59660	IV	13820366	13820394	28	A	9	255	+	IV	13820368	13820389	21UR-3377	255	+	2	5
59661	IV	13820366	13820418	52	A	1	255	+	IV	13820368	13820389	21UR-3377	255	+	2	29
59663	IV	13820589	13820609	20	G	2	255	+	IV	13820591	13820612	21UR-3006	255	+	2	-3
59664	IV	13820589	13820610	21	G	1	255	+	IV	13820591	13820612	21UR-3006	255	+	2	-2
59665	IV	13820589	13820613	24	G	1	255	+	IV	13820591	13820612	21UR-3006	255	+	2	1
59672	IV	13821655	13821686	31	A	2	255	+	IV	13821657	13821678	21UR-2729	255	+	2	8
59673	IV	13821655	13821701	46	A	1	255	+	IV	13821657	13821678	21UR-2729	255	+	2	23
59676	IV	13822040	13822058	18	G	1	255	+	IV	13822042	13822063	21UR-12962	255	+	2	-5
59677	IV	13822922	13822952	30	G	2	255	+	IV	13822924	13822945	21UR-7519	255	+	2	7
59679	IV	13823655	13823703	48	A	1	255	+	IV	13823657	13823678	21UR-7953	255	+	2	25
59681	IV	13823867	13823926	59	A	2	255	+	IV	13823869	13823890	21UR-2106	255	+	2	36
59682	IV	13825320	13825351	31	G	6	255	+	IV	13825322	13825343	21UR-5664	255	+	2	8
59683	IV	13825320	13825357	37	G	2	255	+	IV	13825322	13825343	21UR-5664	255	+	2	14
59684	IV	13825320	13825358	38	G	1	255	+	IV	13825322	13825343	21UR-5664	255	+	2	15
59686	IV	13825477	13825499	22	A	1	255	+	IV	13825479	13825500	21UR-5874	255	+	2	-1
59688	IV	13825477	13825502	25	A	4	255	+	IV	13825479	13825500	21UR-5874	255	+	2	2
59690	IV	13825477	13825508	31	A	6	255	+	IV	13825479	13825500	21UR-5874	255	+	2	8
59695	IV	13825770	13825812	42	A	1	255	+	IV	13825772	13825793	21UR-2307	255	+	2	19
59704	IV	13825894	13825918	24	A	3	255	+	IV	13825896	13825917	21UR-5703	255	+	2	1
59705	IV	13825894	13825919	25	A	1	255	+	IV	13825896	13825917	21UR-5703	255	+	2	2
